"-1","0","31","0","0","0","0","0","0","1","1","1","XTR_acs_glasses",
"-1","0","33","0","0","0","0","0","0","1","1","1","MOT00_LeftForeArm",
"-1","0","32",".005","0","0","0","0","0","1","1","1","XTR_acs_ornament_r",
"-1","0","748","0","0","0","0","0","0","1","1","1","XTR_acs_glasses",
"-1","0","749","0","0","0","0","0","0","1","1","1","XTR_acs_glasses",
"-1","0","750","0","0","0","0","0","0","1","1","1","XTR_acs_glasses",
"-1","0","751",".005","0","0","0","0","0","1","1","1","XTR_acs_ornament_r",
"-1","0","752",".005","0","0","0","0","0","1","1","1","XTR_acs_ornament_r",
"-1","0","753",".005","0","0","0","0","0","1","1","1","XTR_acs_ornament_r",
"-1","0","754","0","0","0","0","0","0","1","1","1","MOT04_LeftForeArm",
"-1","0","755","0","0","0","0","0","0","1","1","1","MOT04_LeftForeArm",
"-1","0","756","0","0","0","0","0","0","1","1","1","MOT04_LeftForeArm",
"-1","0","808","-.033","-.009","-.003","14.3","13.1","-5.4","1","1","1","XTR_acs_ornament_r",
"-1","0","809","-.005","-.011","-.002","4.5","14","-2.3","1","1","1","XTR_acs_ornament_r",
"-1","0","810","-.005","-.004",".001","-6.9","0","0","1","1","1","XTR_acs_ornament_r",
"-1","0","811","-.005","-.004",".001","-6.9","0","0","1","1","1","XTR_acs_ornament_r",
"-1","0","812","-.005","-.004",".001","-6.9","0","0","1","1","1","XTR_acs_ornament_r",
"-1","0","813","0","-.062",".004","-17.6","0","0",".86",".86",".89","XTR_acs_ornament_c",
"-1","0","814","0","-.062",".004","-17.6","0","0",".86",".86",".89","XTR_acs_ornament_c",
"-1","0","815","0","-.062",".004","-17.6","0","0",".86",".86",".89","XTR_acs_ornament_c",
"-1","0","816","-.005",".003","-.002","-6.3","0","6.1","1","1","1","XTR_acs_ornament_r",
"-1","0","817","0","-.014","-.005","-.1","0","0","1","1","1","XTR_acs_ornament_c",
"-1","0","818","0","-.058","-.012","-49","0","0","1","1","1","XTR_acs_ornament_c",
"-1","0","819","0","-.014","-.005","-.1","0","0","1","1","1","XTR_acs_ornament_c",
"-1","0","820","0","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","821","-.001",".002","0","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","822","-.002","0","-.001","0","0","0",".95",".95",".95","MOT04_LeftForeArm",
"-1","0","823","0","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","824","-.008",".005",".001","0","0","0",".96",".9","1","MOT04_LeftForeArm",
"-1","0","825","0","-.003","-.001","0","0","0",".96",".9","1","MOT04_LeftForeArm",
"-1","0","826","-.01",".002","-.001","0","0","0",".9",".9",".9","MOT04_LeftForeArm",
"-1","0","827","0",".003","-.002","-1.6","0","0",".96",".9",".87","XTR_acs_glasses",
"-1","0","828","0",".004","-.004","-.3","0","0",".98",".85",".93","XTR_acs_glasses",
"-1","0","829","0",".008","-.006","-2.4","0","0",".95",".92",".88","XTR_acs_glasses",
"-1","0","830","0",".005","-.004","-1.2","0","0",".95",".83",".86","XTR_acs_glasses",
"-1","0","831","0",".001","-.003","1.7","0","0",".99",".88",".95","XTR_acs_glasses",
"-1","0","832","0",".002","-.002",".4","0","0",".97",".91",".87","XTR_acs_glasses",
"-1","0","833","0",".002","-.001","-.6","0","0",".98",".88",".88","XTR_acs_glasses",
"-1","0","834","0",".002","-.002","-1.4","0","0",".93",".83",".81","XTR_acs_glasses",
"-1","0","835","0",".002","-.006",".5","0","0",".97",".85",".79","XTR_acs_glasses",
"-1","0","836","0",".003","-.006","-1.8","0","0",".92",".86",".85","XTR_acs_glasses",
"-1","0","838","0",".004","-.005","-2.6","0","0",".94",".87",".85","XTR_acs_glasses",
"-1","0","839","-.005","-.004",".003","-6.9","0","0","1","1","1","XTR_acs_ornament_r",
"-1","0","840","0","0","-.001","0","0","0","1","1","1","MOT04_LeftForeArm",
"-1","0","889","0","0","0","0","0","0","1","1","1","XTR_acs_glasses",
"-1","0","890","0","0","0","0","0","0","1","1","1","XTR_acs_glasses",
"-1","0","891","0","0","0","0","0","0","1","1","1","XTR_acs_glasses",
"-1","0","892","0","0","0","0","0","0","1","1","1","XTR_acs_glasses",
"-1","0","893","0","0","0","0","0","0","1","1","1","XTR_acs_glasses",
"-1","0","894","0","0","0","0","0","0","1","1","1","XTR_acs_glasses",
"-1","0","896","0","-.006","-.017","0","0","0",".9",".9",".9","XTR_acs_ornament_r",
"-1","0","897","0","-.006","-.017","0","0","0",".9",".9",".9","XTR_acs_ornament_r",
"-1","0","898","0","-.006","-.017","0","0","0",".9",".9",".9","XTR_acs_ornament_r",
"-1","0","899","0","0","-.017","30","10","0",".9",".9",".9","XTR_acs_ornament_r",
"-1","0","900","0","0","-.017","30","10","0",".9",".9",".9","XTR_acs_ornament_r",
"-1","0","901","0","0","-.017","30","10","0",".9",".9",".9","XTR_acs_ornament_r",
"-1","0","902","0","0","-.005","25","10","0","1","1","1","XTR_acs_ornament_r",
"-1","0","903","0","0","-.005","25","10","0","1","1","1","XTR_acs_ornament_r",
"-1","0","904","0","0","-.009","10","13","0","1","1","1","XTR_acs_ornament_r",
"-1","0","905","0","0","0","25","0","0","1","1","1","XTR_acs_ornament_r",
"-1","0","906","-.015","-.006","-.007",".1","3.6","6",".9",".9",".9","XTR_acs_ornament_r",
"-1","0","907","0","0","-.004","10","20","0","1","1","1","XTR_acs_ornament_r",
"-1","0","908","0","-.013","-.002","-8","0","0","1","1","1","XTR_acs_ornament_c",
"-1","0","909","0","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","910","0","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","911","0","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","912","0","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","913","0","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","914","0","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","915","-.01","0","-.001","0","0","0",".94",".94",".94","MOT04_LeftForeArm",
"-1","0","916","0","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","917","0","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","918","0","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","919","0","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","920","-.018","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","921","-.018","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","922","-.018","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","923","-.018","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","924","-.018","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","925","-.018","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","926","-.018","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","927","-.018","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","928","0","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","929","0","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","930","-.005","0","-.001","0","0","0",".92",".92",".92","MOT04_LeftForeArm",
"-1","0","931","-.015","0","0","0","0","0",".93",".93",".93","MOT04_LeftForeArm",
"-1","0","895","0","0","0","0","0","0","1","1","1","XTR_acs_glasses",
"2","0","0",".213",".003",".002","0","86","0","0","0","0",,"MOT04_LeftForeArm"
"2","0","0","-.213",".003",".002","0","94","0","0","0","0",,"MOT10_RightForeArm"
"2","0","31","0","0","0","0","0","0","1",".95",".95","XTR_acs_glasses",
"2","422","32",".002","0","0","0","0","0","1","1","1","XTR_acs_ornament_r",
"2","423","32",".005","0","0","0","0","0","1","1","1","XTR_acs_ornament_r",
"2","424","32",".002","0","0","0","0","0","1","1","1","XTR_acs_ornament_r",
"2","425","32",".002","0","0","0","0","0","1","1","1","XTR_acs_ornament_r",
"2","426","32",".002","0","0","0","0","0","1","1","1","XTR_acs_ornament_r",
"2","427","32",".005","0","0","0","0","0","1","1","1","XTR_acs_ornament_r",
"2","422","32",".002","0","0","0","0","0","1","1","1","XTR_acs_ornament_r",
"2","0","748","0","0","0","0","0","0","1",".95",".95","XTR_acs_glasses",
"2","0","749","0","0","0","0","0","0","1",".95",".95","XTR_acs_glasses",
"2","0","750","0","0","0","0","0","0","1",".95",".95","XTR_acs_glasses",
"2","423","751",".005","0","0","0","0","0","1","1","1","XTR_acs_ornament_r",
"2","424","751",".002","0","0","0","0","0","1","1","1","XTR_acs_ornament_r",
"2","425","751",".002","0","0","0","0","0","1","1","1","XTR_acs_ornament_r",
"2","426","751",".002","0","0","0","0","0","1","1","1","XTR_acs_ornament_r",
