"36436","18500","2","20","60","200"
"36437","17000","2","10","50","200"
"36438","13000","2","8","40","200"
"36439","10000","2","5","10","200"
"36440","10000","2","1","0","0"
"36441","5000","2","1","0","0"
"36653","3000","4","0","0","0"
"36658","40000","9","8500","0","0"
"36659","30000","6","6000","0","0"
"36660","20000","3","4000","0","0"
"36661","40000","9","8500","0","0"
"36662","30000","6","6000","0","0"
"36663","20000","3","4000","0","0"
"36664","40000","9","8500","0","0"
"36665","30000","6","6000","0","0"
"36666","20000","3","4000","0","0"
"36829","40000","9","8500","0","0"
"36830","30000","6","6000","0","0"
"36831","20000","3","4000","0","0"
"36832","40000","9","8500","0","0"
"36833","30000","6","6000","0","0"
"36834","20000","3","4000","0","0"
"36835","40000","9","8500","0","0"
"36836","30000","6","6000","0","0"
"36837","20000","3","4000","0","0"
"37325","40000","9","8500","0","0"
"37326","30000","6","6000","0","0"
"37327","20000","3","4000","0","0"
"37328","40000","9","8500","0","0"
"37329","30000","6","6000","0","0"
"37330","20000","3","4000","0","0"
"37331","40000","9","8500","0","0"
"37332","30000","6","6000","0","0"
"37333","20000","3","4000","0","0"
"37552","40000","9","8500","0","0"
"37553","30000","6","6000","0","0"
"37554","20000","3","4000","0","0"
"37555","40000","9","8500","0","0"
"37556","30000","6","6000","0","0"
"37557","20000","3","4000","0","0"
"37558","40000","9","8500","0","0"
"37559","30000","6","6000","0","0"
"37560","20000","3","4000","0","0"
