"1","1",,"1","70","10"
"2","1",,"1","20","13"
"3","1",,"1","10","22"
"4","2",,"1","79","13"
"5","2",,"1","20","22"
"6","2",,"1","1","50"
"7","3",,"1","70","16"
"8","3",,"1","25","25"
"9","3",,"1","5","50"
"10","4",,"1","70","11"
"11","4",,"1","20","14"
"12","4",,"1","10","23"
"13","5",,"1","79","14"
"14","5",,"1","20","23"
"15","5",,"1","1","51"
"16","6",,"1","70","17"
"17","6",,"1","25","26"
"18","6",,"1","5","51"
"19","7",,"1","70","12"
"20","7",,"1","20","15"
"21","7",,"1","10","24"
"22","8",,"1","79","15"
"23","8",,"1","20","24"
"24","8",,"1","1","52"
"25","9",,"1","70","18"
"26","9",,"1","25","27"
"27","9",,"1","5","52"
"28","10","35030","1","1",
"29","11","35076","1","1",
"30","12","35066","1","1",
"31","13","35031","1","1",
"32","14","35077","1","1",
"33","15","35067","1","1",
"34","16","35032","1","1",
"35","17","35078","1","1",
"36","18","35068","1","1",
"37","19","35033","1","1",
"38","20","35079","1","1",
"39","21","35069","1","1",
"40","22","35034","1","1",
"41","23","35080","1","1",
"42","24","35073","1","1",
"43","25","35035","1","1",
"44","26","35081","1","1",
"45","27","35074","1","1",
"46","31","35072","1","1",
"47","50","35642","1","1",
"48","51","35656","1","1",
"49","52","35649","1","1",
"50","53","35643","1","1",
"51","54","35657","1","1",
"52","55","35650","1","1",
"53","56","35645","1","1",
"54","57","35659","1","1",
"55","58","35652","1","1",
"56","59","35646","1","1",
"57","60","35660","1","1",
"58","61","35653","1","1",
"59","32",,"1","78","13"
"60","32",,"1","20","22"
"61","32",,"1","2","50"
"65","33",,"1","77","13"
"66","33",,"1","20","22"
"67","33",,"1","3","50"
"71","34",,"1","78","13"
"72","34",,"1","20","22"
"74","34",,"1","1","53"
"75","34",,"1","1","56"
"77","35",,"1","76","13"
"78","35",,"1","20","22"
"80","35",,"1","2","53"
"81","35",,"1","2","56"
"83","36",,"1","74","13"
"84","36",,"1","20","22"
"86","36",,"1","3","53"
"87","36",,"1","3","56"
"89","37",,"1","69","13"
"90","37",,"1","20","22"
"92","37",,"1","5","53"
"93","37",,"1","5","56"
"94","37",,"1","1","59"
"95","38",,"1","78","14"
"96","38",,"1","20","23"
"97","38",,"1","2","51"
"101","39",,"1","77","14"
"102","39",,"1","20","23"
"103","39",,"1","3","51"
"107","40",,"1","78","14"
"108","40",,"1","20","23"
"110","40",,"1","1","54"
"111","40",,"1","1","57"
"113","41",,"1","76","14"
"114","41",,"1","20","23"
"116","41",,"1","2","54"
"117","41",,"1","2","57"
"119","42",,"1","74","14"
"120","42",,"1","20","23"
"122","42",,"1","3","54"
"123","42",,"1","3","57"
"125","43",,"1","69","14"
"126","43",,"1","20","23"
"128","43",,"1","5","54"
"129","43",,"1","5","57"
"130","43",,"1","1","60"
"131","44",,"1","78","15"
"132","44",,"1","20","24"
"133","44",,"1","2","52"
"137","45",,"1","77","15"
"138","45",,"1","20","24"
"139","45",,"1","3","52"
"143","46",,"1","78","15"
"144","46",,"1","20","24"
"146","46",,"1","1","55"
"147","46",,"1","1","58"
"149","47",,"1","76","15"
"150","47",,"1","20","24"
"152","47",,"1","2","55"
"153","47",,"1","2","58"
"155","48",,"1","74","15"
"156","48",,"1","20","24"
"158","48",,"1","3","55"
"159","48",,"1","3","58"
"161","49",,"1","69","15"
"162","49",,"1","20","24"
"164","49",,"1","5","55"
"165","49",,"1","5","58"
"166","49",,"1","1","61"
