"1","30007001","1",,,,,,,,,,,,
"2","30007001","2",,,,,,,,,,,,
"3","30007001","3",,,,,,,,,,,,
"4","30007001","4",,,,,,,,,,,,
"5","30007001","5","35087","4","100",,,,,,,,,
"6","30007001","6","35087","4","500",,,,,,,,,
"7","30007001","7","35087","4","2500",,,,,,,,,
"8","30007001","8","35087","4","10000",,,,,,,,,
"9","30007001","9","35087","4","10000","35087","4","5000","35087","4","5000",,,
"10","30007001","10","35087","4","10000","35087","4","5000","35087","4","5000",,,
"11","30007001","11","35087","4","10000","35087","4","5000","35087","4","5000","35087","4","5000"
"12","30007001","12","35087","4","10000","35087","4","5000","35087","4","5000","35087","4","5000"
"13","30007001","13","35087","4","10000","35087","4","5000","35087","4","5000","35087","4","5000"
"14","30007001","14","35087","4","10000","35087","4","5000","35087","4","5000","35087","4","5000"
"15","30007001","15","35087","4","10000","35087","4","5000","35087","4","5000","35087","4","5000"
"16","30033001","1",,,,,,,,,,,,
"17","30033001","2",,,,,,,,,,,,
"18","30033001","3",,,,,,,,,,,,
"19","30033001","4",,,,,,,,,,,,
"20","30033001","5","35141","4","100",,,,,,,,,
"21","30033001","6","35141","4","500",,,,,,,,,
"22","30033001","7","35141","4","2500",,,,,,,,,
"23","30033001","8","35141","4","10000",,,,,,,,,
"24","30033001","9","35141","4","10000","35141","4","5000","35141","4","5000",,,
"25","30033001","10","35141","4","10000","35141","4","5000","35141","4","5000",,,
"26","30033001","11","35141","4","10000","35141","4","5000","35141","4","5000","35141","4","5000"
"27","30033001","12","35141","4","10000","35141","4","5000","35141","4","5000","35141","4","5000"
"28","30033001","13","35141","4","10000","35141","4","5000","35141","4","5000","35141","4","5000"
"29","30033001","14","35141","4","10000","35141","4","5000","35141","4","5000","35141","4","5000"
"30","30033001","15","35141","4","10000","35141","4","5000","35141","4","5000","35141","4","5000"
"31","30127001","1","35211","1","10000",,,,,,,,,
"32","30127001","2","35211","1","10000",,,,,,,,,
"33","30127001","3","35211","2","10000",,,,,,,,,
"34","30127001","4","35211","3","10000",,,,,,,,,
"35","30127001","5","35211","3","10000",,,,,,,,,
"36","30127001","6","35211","4","10000",,,,,,,,,
"37","30127001","7","35211","5","10000","35211","2","5000","35211","2","5000",,,
"38","30127001","8","35211","6","10000","35211","2","5000","35211","2","5000",,,
"39","30127001","9","35211","6","10000","35211","2","5000","35211","2","5000",,,
"40","30127001","10","35211","7","10000","35211","2","5000","35211","2","5000",,,
