"1","508","3","211","243","243","243","15"
"2","748","3","211","243","243","243","15"
"3","1053","3","211","243","243","243","15"
"4","742","3","211","243","243","243","15"
"5","1937","3","211","243","243","243","15"
"6","2011","3","211","243","243","243","15"
"7","2195","3","211","243","243","243","15"
"8","2196","3","211","243","243","243","15"
"9","2662","3","211","243","243","243","15"
"10","2663","3","211","243","243","243","15"
"11","2664","3","211","243","243","243","15"
"12","3502","3","211","243","243","243","15"
"13","3503","3","211","243","243","243","15"
"14","3504","3","211","243","243","243","15"
