"1","35534","1","1","4"
"2","35535","1","1","4"
"3","35536","1","1","4"
"4","35228","1","1","4"
"5","35630","1","1","4"
"6","35663","1","1","4"
"7","35018","1","1","4"
"8","35229","5","1","4"
"9","35023","500000","1","4"
"10","35017","1","1","4"
"11","35012","5","1","4"
"12","35647","1","1","4"
"13","35661","1","1","4"
"14","35654","1","1","4"
"15","35229","1","1","4"
"16","35412","1","1","4"
"17","35531","1","2","3"
"18","35646","1","2","3"
"19","35660","1","2","3"
"20","35653","1","2","3"
"21","35644","1","2","3"
"22","35658","1","2","3"
"23","35651","1","2","3"
"24","35036","1","2","3"
"25","35082","1","2","3"
"26","35075","1","2","3"
"27","38242","1","2","3"
"28","35012","1","2","3"
"29","35465","500","2","3"
"30","35591","1","2","3"
"31","38246","9","2","3"
"32","35553","1","2","3"
"33","35645","3","2","3"
"34","35659","3","2","3"
"35","35652","3","2","3"
"36","35643","2","2","3"
"37","35657","2","2","3"
"38","35650","2","2","3"
"39","35035","10","3","2"
"40","35081","10","3","2"
"41","35074","10","3","2"
"42","35033","1","2","3"
"43","35079","1","2","3"
"44","35069","1","2","3"
"45","35015","2","3","2"
"46","35023","50000","2","3"
"47","38246","3","3","2"
"48","35642","4","2","3"
"49","35656","4","2","3"
"50","35649","4","2","3"
"51","35032","1","3","2"
"52","35078","1","3","2"
"53","35068","1","3","2"
"54","35015","1","3","2"
"55","35023","10000","3","2"
"56","35465","50","3","2"
"57","35034","5","3","1"
"58","35080","5","3","1"
"59","35073","5","3","1"
"60","35590","1","3","2"
"61","38246","1","3","1"
"62","35023","5000","3","1"
"63","35781","1","1","4"
"64","35782","1","1","4"
"65","35646","5","1","4"
"66","35660","5","1","4"
"67","35653","5","1","4"
"68","35645","25","1","4"
"69","35659","25","1","4"
"70","35652","25","1","4"
"71","35645","10","2","3"
"72","35659","10","2","3"
"73","35652","10","2","3"
"74","35791","1","3","1"
"75","35886","1","1","4"
"76","35887","1","1","4"
"77","35123","1","3","2"
"78","36025","9","2","3"
"79","36026","9","2","3"
"80","36027","9","2","3"
"81","36028","9","2","3"
"82","36025","3","3","2"
"83","36026","3","3","2"
"84","36027","3","3","2"
"85","36028","3","3","2"
"86","36025","1","3","1"
"87","36026","1","3","1"
"88","36027","1","3","1"
"89","36028","1","3","1"
"90","35956","1","3","2"
"91","36019","1","1","4"
"92","36020","1","1","4"
"93","36073","1","1","4"
"94","36074","1","1","4"
"95","36269","1","1","4"
"96","36270","1","1","4"
"97","35926","100","3","2"
"98","36406","1","1","4"
"99","36407","1","1","4"
"100","35013","10000","3","2"
"101","36410","1","1","4"
"102","36411","1","1","4"
"103","36538","1","3","2"
"104","36577","1","1","4"
"105","36578","1","1","4"
"106","37971","1","3","2"
"107","36587","1","1","4"
"108","36588","1","1","4"
"109","36591","1","1","4"
"110","36592","1","1","4"
"111","37407","1","2","3"
"112","36595","1","1","4"
"113","36596","1","1","4"
"114","37186","1","1","4"
"115","37187","1","1","4"
"116","37190","1","1","4"
"117","37191","1","1","4"
"118","37194","1","1","4"
"119","37195","1","1","4"
"120","37198","1","1","4"
"121","37199","1","1","4"
"122","37204","1","1","4"
"123","37205","1","1","4"
"124","37922","1","1","4"
"125","37923","1","1","4"
"126","35062","1","3","2"
"127","37924","1","1","4"
"128","37925","1","1","4"
"129","36334","1","3","2"
"130","37928","1","1","4"
"131","37929","1","1","4"
