"1","1","1","1","","","1946759502",,,
"2","2","2","998","","","1960894208",,,
"3","2","2","998","","","1960894208",,,
"4","2","3","999","","","1974733002",,,
"5","2","3","999","","","1974733002",,,
"6","2","251","996","","","1144989794",,,
"7","2","250","995","","","1145795632",,,
"8","3","4","50","2017-11-17 12:00:00","2017-12-04 03:59:59","1952172817",,,
"9","3","4","50","2017-11-17 12:00:00","2017-12-04 03:59:59","1952172817",,,
"10","3","5","50","2017-12-04 17:00:00","2017-12-14 03:59:59","1952172818",,,
"11","3","5","50","2017-12-04 17:00:00","2017-12-14 03:59:59","1952172818",,,
"12","3","6","15","2017-12-15 17:00:00","2017-12-25 23:59:59","1952172819",,,
"13","3","6","15","2017-12-15 17:00:00","2017-12-25 23:59:59","1952172819",,,
"14","3","7","30","2017-11-21 17:00:00","2017-11-28 03:59:59","904966546",,,
"15","3","7","30","2017-11-21 17:00:00","2017-11-28 03:59:59","904966546",,,
"16","3","8","40","2017-11-19 00:00:00","2017-11-19 23:59:59","204362003",,,
"17","3","9","40","2017-12-01 00:00:00","2017-12-01 23:59:59","237851280",,,
"18","3","10","30","2017-10-10 03:59:59","2017-12-16 03:59:59","904966546",,,
"19","3","10","30","2017-10-10 03:59:59","2017-12-16 03:59:59","904966546",,,
"20","3","11","30","2017-12-07 17:00:00","2017-12-19 03:59:59","905359632",,,
"21","3","12","20","2017-12-12 13:00:00","2017-12-19 03:59:59","373713936",,,
"22","3","13","21","2017-12-12 13:00:00","2017-12-19 03:59:59","373714256",,,
"23","3","14","50","2017-10-10 03:59:59","2017-12-16 03:59:59","605918227",,,
"24","3","15","18","2017-12-19 17:00:00","2017-12-26 03:59:59","373730320",,,
"25","3","16","19","2017-12-19 17:00:00","2017-12-26 03:59:59","373730640",,,
"26","3","17","60","2017-12-26 17:00:00","2018-01-10 03:59:59","247827056",,,
"27","3","17","60","2017-12-26 17:00:00","2018-01-10 03:59:59","247827056",,,
"28","3","18","61","2017-12-26 17:00:00","2018-01-10 03:59:59","249924272",,,
"29","3","18","61","2017-12-26 17:00:00","2018-01-10 03:59:59","249924272",,,
"30","3","19","62","2017-12-26 17:00:00","2018-01-10 03:59:59","233065136",,,
"31","3","19","62","2017-12-26 17:00:00","2018-01-10 03:59:59","233065136",,,
"32","3","20","55","2017-12-28 13:00:00","2018-01-04 03:59:59","1006026384",,,
"33","3","20","55","2017-12-28 13:00:00","2018-01-04 03:59:59","1006026384",,,
"34","3","21","49","2018-01-02 13:00:00","2018-01-11 03:59:59","1039445907",,,
"35","3","21","49","2018-01-02 13:00:00","2018-01-11 03:59:59","1039445907",,,
"36","3","22","45","2018-01-10 17:00:00","2018-01-17 23:59:59","101143891",,,
"37","3","22","45","2018-01-10 17:00:00","2018-01-17 23:59:59","101143891",,,
"38","3","23","39","2018-01-25 10:00:00","2018-02-01 03:59:59","552706195",,,
"39","3","23","39","2018-01-25 10:00:00","2018-02-01 03:59:59","552706195",,,
"40","3","24","40","2018-01-18 17:00:00","2018-02-01 03:59:59","397289361",,,
"41","3","25","38","2018-01-30 00:00:00","2018-01-30 23:59:59","229264915",,,
"42","3","26","37","2018-02-01 15:00:00","2018-02-07 23:59:59","397289362",,,
"43","3","26","37","2018-02-01 15:00:00","2018-02-07 23:59:59","397289362",,,
"44","3","27","32","2018-02-08 15:00:00","2018-02-22 03:59:59","27206819",,,
"45","3","27","32","2018-02-08 15:00:00","2018-02-22 03:59:59","27206819",,,
"46","3","28","31","2018-02-08 15:00:00","2018-02-22 03:59:59","315690915",,,
"47","3","28","31","2018-02-08 15:00:00","2018-02-22 03:59:59","315690915",,,
"48","3","29","30","2018-02-15 15:00:00","2018-02-22 03:59:59","397289363",,,
"49","3","29","30","2018-02-15 15:00:00","2018-02-22 03:59:59","397289363",,,
"50","3","30","50","2018-02-22 15:00:00","2018-02-28 23:59:59","115687764",,,
"51","3","30","50","2018-02-22 15:00:00","2018-02-28 23:59:59","115687764",,,
"52","3","31","49","2018-02-23 00:00:00","2018-02-23 23:59:59","36327056",,,
"53","3","32","45","2018-03-01 15:00:00","2018-03-15 03:59:59","396896145",,,
"54","3","32","45","2018-03-01 15:00:00","2018-03-15 03:59:59","396896145",,,
"55","3","33","44","2018-03-08 15:00:00","2018-03-21 23:59:59","396896146",,,
"56","3","33","44","2018-03-08 15:00:00","2018-03-21 23:59:59","396896146",,,
"57","3","34","43","2018-03-15 15:00:00","2018-03-21 23:59:59","396896147",,,
"58","3","34","43","2018-03-15 15:00:00","2018-03-21 23:59:59","396896147",,,
"59","3","35","60","2018-03-22 14:00:00","2018-03-29 12:59:59","396896148",,,
"60","3","35","60","2018-03-22 14:00:00","2018-03-29 12:59:59","396896148",,,
"61","3","36","59","2018-03-24 00:00:00","2018-03-24 23:59:59","212487953",,,
"62","2","37","61","2018-03-22 14:00:00","2018-03-29 12:59:59","399881681",,,
"63","2","37","61","2018-03-22 14:00:00","2018-03-29 12:59:59","399881681",,,
"64","3","38","59","2018-03-29 14:00:00","2018-04-05 03:59:59","457172885",,,
"65","3","38","59","2018-03-29 14:00:00","2018-04-05 03:59:59","457172885",,,
"66","3","39","58","2018-03-29 14:00:00","2018-04-05 03:59:59","396896149",,,
"67","3","39","58","2018-03-29 14:00:00","2018-04-05 03:59:59","396896149",,,
"68","3","40","57","2018-03-29 14:00:00","2018-04-05 03:59:59","91590581",,,
"69","3","40","57","2018-03-29 14:00:00","2018-04-05 03:59:59","91590581",,,
"70","3","41","56","2018-04-05 14:00:00","2018-04-11 23:59:59","396896150",,,
