"1","0","200","0","170","0","150"
"2","0","350","0","298","0","263"
"3","0","400","0","340","0","300"
"4","0","420","0","357","0","315"
"5","0","450","0","383","0","338"
"6","0","850","0","723","0","638"
"7","0","900","0","765","0","675"
"8","0","1000","0","850","0","750"
"9","0","1050","0","893","0","788"
"10","0","1100","0","935","0","825"
"11","0","1150","0","978","0","863"
"12","0","1200","0","1020","0","900"
"13","0","1250","0","1063","0","938"
"14","0","1300","0","1105","0","975"
"15","0","1350","0","1148","0","1013"
"16","0","1400","0","1190","0","1050"
"17","0","1450","0","1233","0","1088"
"18","0","1500","0","1275","0","1125"
"19","0","1550","0","1318","0","1163"
"20","0","1600","0","1360","0","1200"
"21","0","1650","0","1403","0","1238"
"22","0","1800","0","1530","0","1350"
"23","0","1850","0","1573","0","1388"
"24","0","1900","0","1615","0","1425"
"25","0","1950","0","1658","0","1463"
"26","0","2000","0","1700","0","1500"
"27","0","2100","0","1785","0","1575"
"28","0","2200","0","1870","0","1650"
"29","0","2300","0","1955","0","1725"
"30","0","2400","0","2040","0","1800"
"31","0","2500","0","2125","0","1875"
"32","0","2600","0","2210","0","1950"
"33","0","2700","0","2295","0","2025"
"34","0","2800","0","2380","0","2100"
"35","0","2900","0","2465","0","2175"
"36","0","3000","0","2550","0","2250"
"37","0","3200","0","2720","0","2400"
"38","0","3300","0","2805","0","2475"
"39","0","3400","0","2890","0","2550"
"40","0","3500","0","2975","0","2625"
"41","0","3600","0","3060","0","2700"
"42","0","3700","0","3145","0","2775"
"43","0","3800","0","3230","0","2850"
"44","0","3900","0","3315","0","2925"
"45","0","4000","0","3400","0","3000"
"46","0","4100","0","3485","0","3075"
"47","0","4200","0","3570","0","3150"
"48","0","4300","0","3655","0","3225"
"49","0","4400","0","3740","0","3300"
"50","0","4500","0","3825","0","3375"
"51","0","4600","0","3910","0","3450"
"52","0","4700","0","3995","0","3525"
"53","0","4800","0","4080","0","3600"
"54","0","4900","0","4165","0","3675"
"55","0","5000","0","4250","0","3750"
"56","0","5100","0","4335","0","3825"
"57","0","5200","0","4420","0","3900"
"58","0","5300","0","4505","0","3975"
"59","0","5400","0","4590","0","4050"
"60","0","5500","0","4675","0","4125"
"61","0","5600","0","4760","0","4200"
"62","0","5700","0","4845","0","4275"
"63","0","5800","0","4930","0","4350"
"64","0","5900","0","5015","0","4425"
"65","0","6000","0","5100","0","4500"
"66","0","6100","0","5185","0","4575"
"67","0","6200","0","5270","0","4650"
"68","0","6300","0","5355","0","4725"
"69","0","6400","0","5440","0","4800"
"70","0","6500","0","5525","0","4875"
"71","0","6600","0","5610","0","4950"
"72","0","6800","0","5780","0","5100"
"73","0","7000","0","5950","0","5250"
