"2","50248","5","50250","5","50375","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","50261","5","50300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","50324","5","50325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","50327","5","50328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","50341","5","50342","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","50351","5","50352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","50353","5","50354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","50362","5","50363","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","50407","5","50424","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","50316","0","50317","0","50442","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","50412","5","50413","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","50437","0","50438","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","50510","0","50511","0","50512","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","50715","5","50410","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","50714","5","51322","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","51120","0","51121","0","51122","0","51461","0","51459","0","51460","0","0","0","0","0","0","0","0"
"18","51545","5","51572","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","51546","5","51573","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","51547","5","51574","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","51548","5","51575","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","51549","5","51576","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","51550","5","51577","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","51551","5","51578","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","51552","5","51579","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","51553","5","51580","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","51554","5","51581","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","51555","5","51582","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","51556","5","51583","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","51557","5","51584","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","51558","5","51585","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","51559","5","51586","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","51560","5","51587","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","51561","5","51588","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","51562","5","51589","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","51563","5","51590","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","51564","5","51591","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","51565","5","51592","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","51566","5","51593","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","51567","5","51594","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","51568","5","51595","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","51569","5","51596","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","51570","5","51597","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","51571","5","51598","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
