"1","1","2017-01-01 00:00:00","2037-12-31 23:59:59"
"2","1","2017-01-01 00:00:00","2037-12-31 23:59:59"
"3","1","2017-01-01 00:00:00","2037-12-31 23:59:59"
"4","1","2017-01-01 00:00:00","2037-12-31 23:59:59"
"5","1","2017-01-01 00:00:00","2037-12-31 23:59:59"
"6","1","2017-01-01 00:00:00","2037-12-31 23:59:59"
"7","1","2017-01-01 00:00:00","2037-12-31 23:59:59"
"8","1","2017-01-01 00:00:00","2037-12-31 23:59:59"
"9","1","2017-01-01 00:00:00","2037-12-31 23:59:59"
"10","2","2017-11-17 12:00:00","2017-12-04 03:59:59"
"11","2","2017-11-17 12:00:00","2017-12-04 03:59:59"
"12","2","2017-12-04 17:00:00","2017-12-14 03:59:59"
"13","2","2017-12-04 17:00:00","2017-12-14 03:59:59"
"14","2","2017-12-15 17:00:00","2017-12-25 23:59:59"
"15","2","2017-12-15 17:00:00","2017-12-25 23:59:59"
"16","2","2017-12-26 17:00:00","2018-01-10 03:59:59"
"17","2","2017-12-26 17:00:00","2018-01-10 03:59:59"
"18","2","2018-01-10 17:00:00","2018-01-17 23:59:59"
"19","2","2018-01-10 17:00:00","2018-01-17 23:59:59"
"20","2","2018-01-18 17:00:00","2018-02-01 03:59:59"
"21","2","2018-01-18 17:00:00","2018-02-01 03:59:59"
"22","2","2018-02-01 15:00:00","2018-02-07 23:59:59"
"23","2","2018-02-08 15:00:00","2018-02-22 03:59:59"
"24","2","2018-02-08 15:00:00","2018-02-22 03:59:59"
"25","2","2018-02-08 15:00:00","2018-02-22 03:59:59"
"26","2","2018-02-08 15:00:00","2018-02-22 03:59:59"
"27","2","2018-02-08 15:00:00","2018-02-22 03:59:59"
"28","2","2018-02-08 15:00:00","2018-02-22 03:59:59"
"29","2","2018-02-08 15:00:00","2018-02-22 03:59:59"
"30","2","2018-02-08 15:00:00","2018-02-22 03:59:59"
"31","2","2018-02-08 15:00:00","2018-02-22 03:59:59"
"32","2","2018-02-08 15:00:00","2018-02-22 03:59:59"
"33","2","2018-02-08 15:00:00","2018-02-22 03:59:59"
"34","2","2018-02-08 15:00:00","2018-02-22 03:59:59"
"35","2","2018-02-08 15:00:00","2018-02-22 03:59:59"
"36","2","2018-02-08 15:00:00","2018-02-22 03:59:59"
"37","2","2018-02-22 15:00:00","2018-02-28 23:59:59"
"38","2","2018-02-22 15:00:00","2018-02-28 23:59:59"
