"1","1000001","1","2","30","80","3","2010010","","4"
"2","1000002","1","2","30","16","0","2010020","","4"
"3","1000003","1","2","30","82","0","2010030","","4"
"4","1000004","1","2","30","18","2","2010040","","4"
"5","1000005","1","2","30","102","0","2010050","","4"
"6","1000006","1","2","30","88","4","2010060","","4"
"7","1000007","1","2","30","101","0","2010070","","4"
"8","1000008","1","2","30","10","0","2010080","","4"
"9","1000009","1","2","30","71","0","2010090","","4"
"10","1000010","1","2","30","100","0","2010100","","4"
"11","1000016","1","3","30","104","0","2020010","","4"
"12","1000017","1","3","30","11","0","2020020","","4"
"13","1000018","1","3","30","46","1","2020030","","4"
"14","1000019","1","3","30","115","0","2020040","","4"
"15","1000020","1","3","30","53","0","2020050","","4"
"16","1000021","1","3","30","50","0","2020060","","4"
"17","1000022","1","3","30","157","0","2020070","","4"
"18","1000023","1","3","30","152","0","2020080","","4"
"19","1000024","1","3","30","14","0","2020090","","4"
"20","1000025","1","3","30","122","0","2020100","","4"
"21","1000031","1","4","30","116","0","2030010","","4"
"22","1000032","1","4","30","45","0","2030020","","4"
"23","1000033","1","4","30","104","0","2030030","","4"
"24","1000034","1","4","30","118","0","2030040","","4"
"25","1000035","1","4","30","140","0","2030050","","4"
"26","1000036","1","4","30","53","0","2030060","","4"
"27","1000037","1","4","30","46","0","2030070","","4"
"28","1000038","1","4","30","138","3","2030080","","4"
"29","1000039","1","4","30","98","0","2030090","","4"
"30","1000040","1","4","30","48","0","2030100","","4"
"31","1000046","1","5","30","99","0","2040010","","4"
"32","1000047","1","5","30","86","0","2040020","","4"
"33","1000048","1","5","30","79","0","2040030","","4"
"34","1000049","1","5","30","71","0","2040040","","4"
"35","1000050","1","5","30","81","0","2040050","","4"
"36","1000051","1","5","30","18","2","2040060","","4"
"37","1000052","1","5","30","10","0","2040070","","4"
"38","1000053","1","5","30","14","0","2040080","","4"
"39","1000054","1","5","30","101","1","2040090","","4"
"40","1000055","1","5","30","83","0","2040100","","4"
"41","1000061","1","6","30","139","1","2050010","","4"
"42","1000062","1","6","30","156","0","2050020","","4"
"43","1000063","1","6","30","31","1","2050030","","4"
"44","1000064","1","6","30","36","0","2050040","","4"
"45","1000065","1","6","30","132","0","2050050","","4"
"46","1000066","1","6","30","28","0","2050060","","4"
"47","1000067","1","6","30","135","0","2050070","","4"
"48","1000068","1","6","30","134","0","2050080","","4"
"49","1000069","1","6","30","152","3","2050090","","4"
"50","1000070","1","6","30","32","0","2050100","","4"
"51","1000076","1","7","30","84","0","2060010","","4"
"52","1000077","1","7","30","104","0","2060020","","4"
"53","1000078","1","7","30","12","0","2060030","","4"
"54","1000079","1","7","30","101","0","2060040","","4"
"55","1000080","1","7","30","63","0","2060050","","4"
"56","1000081","1","7","30","106","0","2060060","","4"
"57","1000082","1","7","30","66","0","2060070","","4"
"58","1000083","1","7","30","98","1","2060080","","4"
"59","1000084","1","7","30","10","3","2060090","","4"
"60","1000085","1","7","30","88","4","2060100","","4"
"61","1000091","1","8","30","70","0","2070010","","4"
"62","1000092","1","8","30","99","1","2070020","","4"
"63","1000093","1","8","30","13","1","2070030","","4"
"64","1000094","1","8","30","81","2","2070040","","4"
"65","1000095","1","8","30","18","0","2070050","","4"
"66","1000096","1","8","30","64","0","2070060","","4"
"67","1000097","1","8","30","9","0","2070070","","4"
"68","1000098","1","8","30","67","0","2070080","","4"
"69","1000099","1","8","30","65","0","2070090","","4"
"70","1000100","1","8","30","17","0","2070100","","4"
"71","1000106","1","9","30","34","0","2080010","","4"
"72","1000107","1","9","30","136","0","2080020","","4"
"73","1000108","1","9","30","149","0","2080030","","4"
"74","1000109","1","9","30","140","0","2080040","","4"
"75","1000110","1","9","30","27","0","2080050","","4"
"76","1000111","1","9","30","153","2","2080060","","4"
"77","1000112","1","9","30","148","0","2080070","","4"
"78","1000113","1","9","30","133","0","2080080","","4"
"79","1000114","1","9","30","151","0","2080090","","4"
"80","1000115","1","9","30","138","2","2080100","","4"
"81","1000121","1","10","30","132","0","2090010","","4"
"82","1000122","1","10","30","29","0","2090020","","4"
"83","1000123","1","10","30","131","0","2090030","","4"
"84","1000124","1","10","30","35","0","2090040","","4"
"85","1000125","1","10","30","139","0","2090050","","4"
"86","1000126","1","10","30","36","0","2090060","","4"
"87","1000127","1","10","30","136","0","2090070","","4"
"88","1000128","1","10","30","148","0","2090080","","4"
"89","1000129","1","10","30","138","0","2090090","","4"
"90","1000130","1","10","30","30","0","2090100","","4"
"91","1000136","1","11","30","13","1","2100010","","4"
"92","1000137","1","11","30","80","0","2100020","","4"
"93","1000138","1","11","30","84","0","2100030","","4"
"94","1000139","1","11","30","88","4","2100040","","4"
"95","1000140","1","11","30","100","0","2100050","","4"
"96","1000141","1","11","30","62","0","2100060","","4"
"97","1000142","1","11","30","97","3","2100070","","4"
"98","1000143","1","11","30","71","2","2100080","","4"
"99","1000144","1","11","30","83","0","2100090","","4"
"100","1000145","1","11","30","18","0","2100100","","4"
"101","1000151","3","-1","0","548","0","4000000","","4"
"102","1000152","3","-1","0","353","0","4000010","","4"
"103","1000153","3","-1","60","446","0","4000020","","4"
"104","1000154","3","-1","60","449","0","4000030","","4"
"105","1000155","3","-1","60","452","0","4000040","","4"
"106","1000156","3","-1","60","455","0","4000050","","4"
"107","1000157","3","-1","60","458","0","4000060","","4"
"108","1000158","3","-1","60","461","0","4000070","","4"
"109","1000159","3","-1","60","464","0","4000080","","4"
"110","1000160","0","-1","60","0","0","0","","4"
"111","1000161","0","-1","60","0","0","0","","4"
"112","1000162","0","-1","60","0","0","0","","4"
"113","1000163","0","-1","60","0","0","0","","4"
"114","1000164","0","-1","60","0","0","0","","4"
"115","1000165","0","-1","60","0","0","0","","4"
"116","1000166","0","-1","60","0","0","0","","4"
"117","1000167","0","-1","60","0","0","0","","4"
"118","1000168","0","-1","60","0","0","0","","4"
"119","1000169","0","-1","60","0","0","0","","4"
"120","1000170","0","-1","60","0","0","0","","4"
"121","1000171","2","2","0","208","0","3010010","","4"
"122","1000172","2","2","30","343","0","3010020","","4"
"123","1000173","2","2","30","344","0","3010030","","4"
"124","1000174","2","2","30","345","0","3010040","","4"
"125","1000175","2","2","30","346","0","3010050","","4"
"126","1000176","2","2","30","347","0","3010060","","4"
"127","1000177","0","2","30","0","0","0","","4"
"128","1000178","0","2","30","0","0","0","","4"
"129","1000179","0","2","30","0","0","0","","4"
"130","1000180","0","2","30","0","0","0","","4"
"131","1000181","0","2","30","0","0","0","","4"
"132","1000182","0","2","30","0","0","0","","4"
"133","1000183","2","3","0","295","0","3020010","","4"
"134","1000184","2","3","30","313","0","3020020","","4"
"135","1000185","2","3","30","314","0","3020030","","4"
"136","1000186","2","3","30","315","0","3020040","","4"
"137","1000187","2","3","30","316","0","3020050","","4"
"138","1000188","2","3","30","317","0","3020060","","4"
"139","1000189","0","3","30","0","0","0","","4"
"140","1000190","0","3","30","0","0","0","","4"
"141","1000191","0","3","30","0","0","0","","4"
"142","1000192","0","3","30","0","0","0","","4"
"143","1000193","0","3","30","0","0","0","","4"
"144","1000194","0","3","30","0","0","0","","4"
"145","1000195","2","4","0","293","0","3030010","","4"
"146","1000196","2","4","30","303","0","3030020","","4"
"147","1000197","2","4","30","304","0","3030030","","4"
"148","1000198","2","4","30","305","0","3030040","","4"
"149","1000199","2","4","30","306","0","3030050","","4"
"150","1000200","2","4","30","307","0","3030060","","4"
"151","1000201","0","4","30","0","0","0","","4"
"152","1000202","0","4","30","0","0","0","","4"
"153","1000203","0","4","30","0","0","0","","4"
"154","1000204","0","4","30","0","0","0","","4"
"155","1000205","0","4","30","0","0","0","","4"
"156","1000206","0","4","30","0","0","0","","4"
"157","1000207","2","5","0","294","0","3040010","","4"
"158","1000208","2","5","30","308","0","3040020","","4"
"159","1000209","2","5","30","309","0","3040030","","4"
"160","1000210","2","5","30","310","0","3040040","","4"
"161","1000211","2","5","30","311","0","3040050","","4"
"162","1000212","2","5","30","312","0","3040060","","4"
"163","1000213","0","5","30","0","0","0","","4"
"164","1000214","0","5","30","0","0","0","","4"
"165","1000215","0","5","30","0","0","0","","4"
"166","1000216","0","5","30","0","0","0","","4"
"167","1000217","0","5","30","0","0","0","","4"
"168","1000218","0","5","30","0","0","0","","4"
"169","1000219","2","6","0","299","0","3050010","","4"
"170","1000220","2","6","30","348","0","3050020","","4"
"171","1000221","2","6","30","349","0","3050030","","4"
"172","1000222","2","6","30","350","0","3050040","","4"
"173","1000223","2","6","30","351","0","3050050","","4"
"174","1000224","2","6","30","352","0","3050060","","4"
"175","1000225","0","6","30","0","0","0","","4"
"176","1000226","0","6","30","0","0","0","","4"
"177","1000227","0","6","30","0","0","0","","4"
"178","1000228","0","6","30","0","0","0","","4"
"179","1000229","0","6","30","0","0","0","","4"
"180","1000230","0","6","30","0","0","0","","4"
"181","1000231","2","7","0","296","0","3060010","","4"
"182","1000232","2","7","30","318","0","3060020","","4"
"183","1000233","2","7","30","319","0","3060030","","4"
"184","1000234","2","7","30","320","0","3060040","","4"
"185","1000235","2","7","30","321","0","3060050","","4"
"186","1000236","2","7","30","322","0","3060060","","4"
"187","1000237","0","7","30","0","0","0","","4"
"188","1000238","0","7","30","0","0","0","","4"
"189","1000239","0","7","30","0","0","0","","4"
"190","1000240","0","7","30","0","0","0","","4"
"191","1000241","0","7","30","0","0","0","","4"
"192","1000242","0","7","30","0","0","0","","4"
