"「すごい！すごい！」","SKILL_TEST",1,458783,458752,0,"ノーマル",1,"得点判定",3,"",-1,10,"発動成長なし",1,"",-1,"","","",-1,"","","",-1,"","","バフ・テクニック",2,"パートナー",2,"テクニック(%)",3,12,"効果_初期値12",12,"",-1,"",-1,"",-1,0,"成長効果なし",1,"",-1,"",-1,"",-1,0,"成長効果なし",1,5,0,10,"強化できない",1,"発動成長なし",1,"効果成長なし",1,"効果成長なし",1,"効果成長なし",1,"PP変化なし",1,""
"R_パワー_タイプ1","SKILL_R_POW_1",2,458784,458753,0,"ノーマル",1,"得点判定",3,"",-1,5,"発動確率_初期値5",5,"役割",1,"RATK","","",-1,"","","",-1,"","","バフ・パワー",1,"自身",1,"パワー(%)",1,10,"効果_初期値10",11,"",-1,"",-1,"",-1,0,"成長効果なし",1,"",-1,"",-1,"",-1,0,"成長効果なし",1,5,0,10,"強化できない",1,"発動成長なし",1,"効果成長なし",1,"効果成長なし",1,"効果成長なし",1,"PP変化なし",1,""
"R_パワー_タイプ2","SKILL_R_POW_2",3,458785,458753,0,"ノーマル",1,"得点判定",3,"",-1,7,"発動確率_初期値7",6,"役割",1,"RATK","","",-1,"","","",-1,"","","バフ・パワー",1,"自身",1,"パワー(%)",1,7,"効果_初期値7",10,"",-1,"",-1,"",-1,0,"成長効果なし",1,"",-1,"",-1,"",-1,0,"成長効果なし",1,5,0,10,"強化できない",1,"発動成長なし",1,"効果成長なし",1,"効果成長なし",1,"効果成長なし",1,"PP変化なし",1,""
"R_パワー_タイプ3","SKILL_R_POW_3",4,458786,458753,0,"ノーマル",1,"得点判定",3,"",-1,10,"発動確率_初期値10",7,"役割",1,"RATK","","",-1,"","","",-1,"","","バフ・パワー",1,"自身",1,"パワー(%)",1,5,"効果_初期値5",9,"",-1,"",-1,"",-1,0,"成長効果なし",1,"",-1,"",-1,"",-1,0,"成長効果なし",1,5,0,10,"強化できない",1,"発動成長なし",1,"効果成長なし",1,"効果成長なし",1,"効果成長なし",1,"PP変化なし",1,""
"SR_パワー_タイプ1","SKILL_SR_POW_1",5,458787,458753,0,"ノーマル",1,"得点判定",3,"",-1,7,"発動確率_初期値7",6,"役割",1,"RATK","","",-1,"","","",-1,"","","バフ・パワー",1,"自身",1,"パワー(%)",1,25,"効果_初期値25",15,"",-1,"",-1,"",-1,0,"成長効果なし",1,"",-1,"",-1,"",-1,0,"成長効果なし",1,5,0,10,"強化できない",1,"発動成長なし",1,"効果成長なし",1,"効果成長なし",1,"効果成長なし",1,"PP変化なし",1,""
"SR_パワー_タイプ2","SKILL_SR_POW_2",6,458788,458753,0,"ノーマル",1,"得点判定",3,"",-1,10,"発動確率_初期値10",7,"役割",1,"RATK","","",-1,"","","",-1,"","","バフ・パワー",1,"自身",1,"パワー(%)",1,20,"効果_初期値20",14,"",-1,"",-1,"",-1,0,"成長効果なし",1,"",-1,"",-1,"",-1,0,"成長効果なし",1,5,0,10,"強化できない",1,"発動成長なし",1,"効果成長なし",1,"効果成長なし",1,"効果成長なし",1,"PP変化なし",1,""
"SR_パワー_タイプ3","SKILL_SR_POW_3",7,458789,458753,0,"ノーマル",1,"得点判定",3,"",-1,12,"発動確率_初期値12",8,"役割",1,"RATK","","",-1,"","","",-1,"","","バフ・パワー",1,"自身",1,"パワー(%)",1,15,"効果_初期値15",13,"",-1,"",-1,"",-1,0,"成長効果なし",1,"",-1,"",-1,"",-1,0,"成長効果なし",1,5,0,10,"強化できない",1,"発動成長なし",1,"効果成長なし",1,"効果成長なし",1,"効果成長なし",1,"PP変化なし",1,""
"SR_パワー_タイプ4","SKILL_SR_POW_4",8,458790,458753,0,"ノーマル",1,"得点判定",3,"",-1,15,"発動確率_初期値15",9,"役割",1,"RATK","","",-1,"","","",-1,"","","バフ・パワー",1,"自身",1,"パワー(%)",1,12,"効果_初期値12",12,"",-1,"",-1,"",-1,0,"成長効果なし",1,"",-1,"",-1,"",-1,0,"成長効果なし",1,5,0,10,"強化できない",1,"発動成長なし",1,"効果成長なし",1,"効果成長なし",1,"効果成長なし",1,"PP変化なし",1,""
"SR_パワー_タイプ5","SKILL_SR_POW_5",9,458791,458753,0,"ノーマル",1,"得点判定",3,"",-1,20,"発動確率_初期値20",10,"役割",1,"RATK","","",-1,"","","",-1,"","","バフ・パワー",1,"自身",1,"パワー(%)",1,10,"効果_初期値10",11,"",-1,"",-1,"",-1,0,"成長効果なし",1,"",-1,"",-1,"",-1,0,"成長効果なし",1,5,0,10,"強化できない",1,"発動成長なし",1,"効果成長なし",1,"効果成長なし",1,"効果成長なし",1,"PP変化なし",1,""
"SR_パワー_タイプ6","SKILL_SR_POW_6",10,458792,458753,0,"ノーマル",1,"得点判定",3,"",-1,25,"発動確率_初期値25",11,"役割",1,"RATK","","",-1,"","","",-1,"","","バフ・パワー",1,"自身",1,"パワー(%)",1,7,"効果_初期値7",10,"",-1,"",-1,"",-1,0,"成長効果なし",1,"",-1,"",-1,"",-1,0,"成長効果なし",1,5,0,10,"強化できない",1,"発動成長なし",1,"効果成長なし",1,"効果成長なし",1,"効果成長なし",1,"PP変化なし",1,""
