"1","1177","36144"
"2","1195","36143"
"3","1227","36227"
"4","1453","36364"
"5","1544","36441"
"6","1545","36439"
"7","1546","36438"
"8","1547","36437"
"9","1548","36436"
"10","1652","36548"
"11","1663","36553"
"12","1777","36666"
"13","1778","36665"
"14","1779","36664"
"15","1780","36660"
"16","1781","36659"
"17","1782","36658"
"18","1783","36663"
"19","1784","36662"
"20","1785","36661"
"21","1809","36714"
"22","1810","36714"
"23","1855","36731"
"24","1856","36731"
"25","1933","36776"
"26","1934","36776"
"27","1945","36780"
"28","1946","36780"
"29","2011","36829"
"30","2012","36830"
"31","2013","36831"
"32","2014","36832"
"33","2015","36833"
"34","2016","36834"
"35","2017","36835"
"36","2018","36836"
"37","2019","36837"
"38","2040","36851"
"39","2041","36851"
"40","2086","36870"
"41","2085","36870"
"42","2113","36871"
"43","2112","36871"
"44","2137","36901"
"45","2161","36925"
"46","2162","36930"
"47","2219","36952"
"48","2220","36952"
"49","2221","36952"
"50","2264","37027"
"51","2265","37028"
"52","2266","37029"
"53","2301","37140"
"54","2372","37244"
"55","2394","37251"
"56","2484","37289"
"57","2507","37325"
"58","2508","37326"
"59","2509","37327"
"60","2510","37328"
"61","2511","37329"
"62","2512","37330"
"63","2513","37331"
"64","2514","37332"
"65","2515","37333"
"66","2537","37349"
"67","2538","37349"
"68","2574","37372"
"69","2609","37417"
"70","2611","37417"
"71","2660","37427"
"72","2661","37427"
"73","2682","37428"
"74","2748","37552"
"75","2749","37553"
"76","2750","37554"
"77","2751","37555"
"78","2752","37556"
"79","2753","37557"
"80","2754","37558"
"81","2755","37559"
"82","2756","37560"
"83","2788","37587"
"84","2789","37587"
"85","2824","37604"
"86","2871","37632"
"87","2872","37632"
"88","2912","37686"
"89","2964","37842"
"90","2965","37843"
"91","2966","37844"
"92","3001","37898"
"93","3012","37899"
"94","3036","37942"
"95","3037","37943"
"96","3060","37953"
"97","3061","37954"
"98","3062","37955"
"99","3063","37956"
"100","3064","37957"
"101","3065","37958"
"102","3066","37959"
"103","3067","37960"
"104","3068","37961"
"105","3090","37983"
"106","3101","37988"
"107","3136","37999"
"108","3137","37999"
