"1","1","100","936590161","6","100",,,,,"0","0","0",,,,,
"2","1","101","936590161","6","1000",,,,,"0","0","0",,,,,
"3","1","102","936590161","6","2000",,,,,"0","0","0",,,,,
"4","1","103","936590161","6","3000",,,,,"0","0","0",,,,,
"5","1","104","936590161","6","5000",,,,,"0","0","0",,,,,
"6","1","105","936590161","6","10000",,,,,"0","0","0",,,,,
"7","2","101","0","6","100",,,,"60","0","0","0",,,,,
"8","2","102","0","6","500",,,,,"0","0","0",,,,,
"9","4","3","0","7","10",,,,,"0","0","0",,,,,
"10","4","3","0","7","20",,,,"7","2","0","0",,,,,
"11","4","4","0","7","15",,"2017-09-20 16:00:00","2017-10-08 03:59:59","10","3","0","0",,,,,
"12","4","5","0","7","15",,"2017-09-20 16:00:00","2017-10-08 03:59:59","10","3","0","0","1900-02-04 00:00:00",,,,
"13","4","6","0","7","15",,"2017-09-20 16:00:00","2017-10-08 03:59:59","10","3","0","0",,,,,
"14","4","7","0","7","50",,"2017-09-20 16:00:00","2017-10-08 03:59:59","5","3","0","0",,,,,
"15","4","8","0","7","50",,"2017-09-20 16:00:00","2017-10-08 03:59:59","5","3","0","0",,,,,
"16","4","9","0","7","50",,"2017-09-20 16:00:00","2017-10-08 03:59:59","5","3","0","0",,,,,
"17","4","10","0","7","150",,"2017-09-20 16:00:00","2017-10-08 03:59:59","5","3","0","0",,,,,
"18","4","11","0","7","150",,"2017-09-20 16:00:00","2017-10-08 03:59:59","5","3","0","0",,,,,
"19","4","12","0","7","150",,"2017-09-20 16:00:00","2017-10-08 03:59:59","5","3","0","0",,,,,
"20","4","13","0","7","500",,"2017-09-20 16:00:00","2017-10-08 03:59:59","2","3","0","0",,,,,
"21","4","14","0","7","500",,"2017-09-20 16:00:00","2017-10-08 03:59:59","2","3","0","0",,,,,
"22","4","15","0","7","500",,"2017-09-20 16:00:00","2017-10-08 03:59:59","2","3","0","0",,,,,
"23","4","18","0","7","10",,,,"10","2","0","0",,,,,
"24","4","19","0","7","10",,,,"10","2","0","0",,,,,
"25","4","20","0","7","10",,,,"10","2","0","0",,,,,
"26","4","12","0","7","50",,,,"2","2","0","0",,,,,
"27","4","13","0","7","50",,,,"2","2","0","0",,,,,
"28","4","14","0","7","50",,,,"2","2","0","0",,,,,
"29","4","15","0","7","50",,,,"2","2","0","0",,,,,
"30","4","16","0","7","50",,,,"2","2","0","0",,,,,
"31","4","17","0","7","50",,,,"2","2","0","0",,,,,
"32","4","8","0","7","100",,,,,"0","0","0",,,,,
"33","4","9","0","7","100",,,,,"0","0","0",,,,,
"34","4","10","0","7","100",,,,,"0","0","0",,,,,
"35","4","5","0","7","300",,,,,"0","0","0",,,,,
"36","4","6","0","7","300",,,,,"0","0","0",,,,,
"37","4","7","0","7","300",,,,,"0","0","0",,,,,
"38","11","1","0","13","1000",,,,"1","0","0","0",,,,,
"39","21","41","0","13","240",,,,"1","0","0","0",,,,,
"40","21","43","0","13","240",,,,"1","0","0","0",,,,,
"41","21","42","0","13","240",,,,"1","0","0","0",,,,,
"42","21","44","0","13","240",,,,"1","0","0","0",,,,,
"43","21","1000","0","13","20",,,,,"0","0","0",,,,,
"44","12","1","0","14","1000",,,,"1","0","0","0",,,,,
"45","22","41","0","14","240",,,,"1","0","0","0",,,,,
"46","22","1000","0","14","20",,,,,"0","0","0",,,,,
"47","13","1","0","15","1000",,,,"1","0","0","0",,,,,
"48","23","43","0","15","240",,,,"1","0","0","0",,,,,
"49","23","42","0","15","240",,,,"1","0","0","0",,,,,
"50","23","1000","0","15","20",,,,,"0","0","0",,,,,
"51","14","1","0","16","1000",,,,"1","0","0","0",,,,,
"52","24","41","0","16","240",,,,"1","0","0","0",,,,,
"53","24","42","0","16","240",,,,"1","0","0","0",,,,,
"54","24","43","0","16","240",,,,"1","0","0","0",,,,,
"55","24","1000","0","16","20",,,,,"0","0","0",,,,,
"56","15","1","0","17","1000",,,,"1","0","0","0",,,,,
"57","25","41","0","17","240",,,,"1","0","0","0",,,,,
"58","25","1000","0","17","20",,,,,"0","0","0",,,,,
