"1","1","10005001"
"2","1","10005002"
"3","1","10005003"
"4","1","10005004"
"5","1","10008001"
"6","1","10008002"
"7","1","10008003"
"8","1","10008004"
"9","4","10012001"
"10","4","10012002"
"11","4","10012003"
"12","4","10012004"
"13","4","10016001"
"14","4","10016002"
"15","4","10016003"
"16","4","10016004"
"17","7","10021001"
"18","7","10021002"
"19","7","10021003"
"20","7","10021004"
"21","7","10021005"
"22","7","10026001"
"23","7","10026002"
"24","7","10026003"
"25","7","10026004"
"26","7","10026005"
"27","2","10006001"
"28","2","10006002"
"29","2","10006003"
"30","2","10006004"
"31","2","10009001"
"32","2","10009002"
"33","2","10009003"
"34","2","10009004"
"35","5","10013001"
"36","5","10013002"
"37","5","10013003"
"38","5","10013004"
"39","5","10017001"
"40","5","10017002"
"41","5","10017003"
"42","5","10017004"
"43","8","10022001"
"44","8","10022002"
"45","8","10022003"
"46","8","10022004"
"47","8","10022005"
"48","8","10027001"
"49","8","10027002"
"50","8","10027003"
"51","8","10027004"
"52","8","10027005"
"53","3","10010001"
"54","3","10010002"
"55","3","10010003"
"56","3","10010004"
"57","6","10014001"
"58","6","10014002"
"59","6","10014003"
"60","6","10014004"
"61","6","10018001"
"62","6","10018002"
"63","6","10018003"
"64","6","10018004"
"65","9","10023001"
"66","9","10023002"
"67","9","10023003"
"68","9","10023004"
"69","9","10023005"
"70","9","10028001"
"71","9","10028002"
"72","9","10028003"
"73","9","10028004"
"74","9","10028005"
"75","10","30001001"
"76","10","30001002"
"77","10","30001003"
"78","10","30001004"
"79","10","30001005"
"80","10","30001006"
"81","10","30001007"
"82","10","30001008"
"83","10","30002001"
"84","10","30002002"
"85","10","30002003"
"86","10","30002004"
"87","10","30002005"
"88","10","30002006"
"89","10","30002007"
"90","10","30002008"
"91","10","30003001"
"92","10","30003002"
"93","10","30003003"
"94","10","30003004"
"95","10","30003005"
"96","10","30003006"
"97","10","30003007"
"98","10","30003008"
"99","10","30004001"
"100","10","30004002"
"101","10","30004003"
"102","10","30004004"
"103","10","30004005"
"104","10","30004006"
"105","10","30004007"
"106","10","30004008"
"107","10","30005001"
"108","10","30005002"
"109","10","30005003"
"110","10","30005004"
"111","10","30005005"
"112","10","30005006"
"113","10","30005007"
"114","10","30005008"
"115","10","30006001"
"116","10","30006002"
"117","10","30006003"
"118","10","30006004"
"119","10","30006005"
"120","10","30006006"
"121","10","30006007"
"122","10","30006008"
"123","11","30001001"
"124","11","30001002"
"125","11","30001003"
"126","11","30001004"
"127","11","30001005"
"128","11","30001006"
"129","11","30001007"
"130","11","30001008"
"131","11","30002001"
"132","11","30002002"
"133","11","30002003"
"134","11","30002004"
"135","11","30002005"
"136","11","30002006"
"137","11","30002007"
"138","11","30002008"
"139","11","30003001"
"140","11","30003002"
"141","11","30003003"
"142","11","30003004"
"143","11","30003005"
"144","11","30003006"
"145","11","30003007"
"146","11","30003008"
"147","11","30004001"
"148","11","30004002"
"149","11","30004003"
"150","11","30004004"
"151","11","30004005"
"152","11","30004006"
"153","11","30004007"
"154","11","30004008"
"155","11","30005001"
"156","11","30005002"
"157","11","30005003"
"158","11","30005004"
"159","11","30005005"
"160","11","30005006"
"161","11","30005007"
"162","11","30005008"
"163","11","30006001"
"164","11","30006002"
"165","11","30006003"
"166","11","30006004"
"167","11","30006005"
"168","11","30006006"
"169","11","30006007"
"170","11","30006008"
"171","12","30007001"
"172","13","30007001"
"173","14","30008001"
"174","14","30008002"
"175","14","30008003"
"176","14","30008004"
"177","14","30008005"
"178","14","30008006"
"179","14","30008007"
"180","14","30008008"
"181","14","30009001"
"182","14","30009002"
"183","14","30009003"
"184","14","30009004"
"185","14","30009005"
"186","14","30009006"
"187","14","30009007"
"188","14","30009008"
"189","14","30010001"
"190","14","30010002"
"191","14","30010003"
"192","14","30010004"
"193","14","30010005"
"194","14","30010006"
"195","14","30010007"
"196","14","30010008"
"197","14","30011001"
"198","14","30011002"
"199","14","30011003"
"200","14","30011004"
"201","14","30011005"
"202","14","30011006"
"203","14","30011007"
"204","14","30011008"
"205","14","30012001"
"206","14","30012002"
"207","14","30012003"
"208","14","30012004"
"209","14","30012005"
"210","14","30012006"
"211","14","30012007"
"212","14","30012008"
"213","14","30013001"
"214","14","30013002"
"215","14","30013003"
"216","14","30013004"
"217","14","30013005"
"218","14","30013006"
"219","14","30013007"
"220","14","30013008"
"221","14","30014001"
"222","14","30014002"
"223","15","30008001"
"224","15","30008002"
"225","15","30008003"
"226","15","30008004"
"227","15","30008005"
"228","15","30008006"
"229","15","30008007"
"230","15","30008008"
"231","15","30009001"
"232","15","30009002"
"233","15","30009003"
"234","15","30009004"
"235","15","30009005"
"236","15","30009006"
"237","15","30009007"
"238","15","30009008"
"239","15","30010001"
"240","15","30010002"
"241","15","30010003"
"242","15","30010004"
"243","15","30010005"
"244","15","30010006"
"245","15","30010007"
"246","15","30010008"
"247","15","30011001"
"248","15","30011002"
"249","15","30011003"
"250","15","30011004"
"251","15","30011005"
"252","15","30011006"
"253","15","30011007"
"254","15","30011008"
"255","15","30012001"
"256","15","30012002"
"257","15","30012003"
"258","15","30012004"
"259","15","30012005"
"260","15","30012006"
"261","15","30012007"
"262","15","30012008"
"263","15","30013001"
"264","15","30013002"
"265","15","30013003"
"266","15","30013004"
"267","15","30013005"
"268","15","30013006"
"269","15","30013007"
"270","15","30013008"
"271","15","30014001"
"272","15","30014002"
"273","16","30015001"
"274","16","30015002"
"275","16","30015003"
