"2","5","5","5","5","5","5","5","5","5","5","10","10"
"3","5","0","0","10","5","0","10","10","0","0","10","10"
"4","3","5","5","8","8","2","8","8","2","3","10","10"
"5","5","5","5","9","9","5","5","5","5","5","10","10"
"6","0","0","0","10","10","5","5","3","7","7","10","10"
"7","10","10","10","2","2","10","2","2","10","10","10","10"
"8","0","10","10","5","5","0","5","10","0","10","10","10"
"9","5","5","5","5","5","5","5","5","5","5","10","10"
"10","7","0","0","7","7","4","6","6","4","3","10","10"
"11","10","5","5","2","6","10","2","0","10","10","10","10"
"12","10","0","0","10","10","7","3","0","7","3","10","10"
"13","9","0","0","9","9","3","7","7","3","5","10","10"
"14","0","5","5","8","8","2","8","8","2","3","10","10"
"15","0","0","0","10","5","0","10","10","0","0","10","10"
"16","10","10","10","2","2","10","2","2","10","10","10","10"
"17","5","5","5","9","9","5","5","5","5","5","10","10"
"18","7","0","0","7","7","4","6","6","4","3","10","10"
"19","5","5","5","5","5","5","5","5","5","5","10","10"
"20","0","10","10","5","5","0","5","10","0","10","10","10"
"21","10","10","10","2","2","10","2","2","10","10","10","10"
"22","0","5","5","8","8","2","8","8","2","3","10","10"
"23","10","10","10","2","2","10","2","2","10","10","10","10"
"24","10","0","0","10","10","7","3","0","7","3","10","10"
"25","10","10","10","2","2","10","2","2","10","10","10","10"
"26","0","0","0","10","5","0","10","10","0","0","10","10"
"27","5","5","5","9","9","5","5","5","5","5","10","10"
"28","0","0","0","10","10","5","5","3","7","7","10","10"
"29","5","0","0","10","5","0","10","10","0","0","10","10"
