"1","393345","0","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"2","","2","0","0","0","0","","","","0","10000","0","0","0","0","0","0","0","2017-03-01 00:00:00","2017-03-01 23:59:00"
"3","","2","0","0","0","0","","","","10","0","0","0","0","0","0","0","0","",""
"4","","2","0","0","0","0","","","","20","0","0","0","0","0","0","0","0","",""
"5","","2","0","0","0","0","","","","30","0","0","0","0","0","0","0","0","",""
"6","","2","0","0","0","0","","","","40","0","0","0","0","0","0","0","0","",""
"7","","2","0","0","0","0","","","","50","0","0","0","0","0","0","0","0","",""
"8","","2","0","0","0","0","","","","0","2","0","0","0","0","0","0","0","",""
"9","","2","0","0","0","0","","","","0","3","0","0","0","0","0","0","0","",""
"10","","2","0","0","0","0","","","","0","4","0","0","0","0","0","0","0","",""
"11","","2","0","0","0","0","","","","0","5","0","0","0","0","0","0","0","",""
"12","","2","0","0","0","0","","","","0","6","0","0","0","0","0","0","0","",""
"13","","2","0","0","0","0","","","","0","7","0","0","0","0","0","0","0","",""
"14","","2","0","0","0","0","","","","0","8","0","0","0","0","0","0","0","",""
"15","","2","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","2017-03-01 00:00:00","2017-03-01 22:00:00"
"16","","2","1","0","0","0","","","","0","0","0","1","1","1","1","1","0","2017-03-01 00:00:00","2030-03-31 23:59:59"
"17","","2","1","0","0","0","","","","10","0","0","0","0","0","0","0","0","",""
"18","","2","0","0","0","0","","","","30","0","0","0","0","0","0","0","0","",""
"19","","2","0","0","0","0","","","","110","0","0","0","0","0","0","0","0","",""
"20","","2","0","0","0","0","","","","380","0","0","0","0","0","0","0","0","",""
"21","","2","0","0","0","0","","","","980","0","0","0","0","0","0","0","0","",""
"22","","2","0","0","0","0","","","","3380","0","0","0","0","0","0","0","0","",""
"23","","2","0","0","0","0","","","","8580","0","0","0","0","0","0","0","0","",""
"24","393443","2","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"25","","2","0","0","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"26","","2","1","10001001","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"27","","2","0","10001001","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"28","","2","0","10001002","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"29","","2","0","10003001","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"30","","2","0","10003002","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"31","","2","0","10003003","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"32","","2","0","10005001","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"33","","2","0","10005002","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"34","","2","0","10005003","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"35","","2","0","10006001","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"36","","2","0","10006002","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"37","","2","0","10006003","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"38","","2","0","10008001","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"39","","2","0","10008002","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"40","","2","0","10008003","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"41","","2","0","10009001","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"42","","2","0","10009002","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"43","","2","0","10009003","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"44","","2","0","10010001","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"45","","2","0","10010002","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"46","","2","0","10010003","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"47","","2","0","10012001","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"48","","2","0","10012002","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"49","","2","0","10012003","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"50","","2","0","10013001","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"51","","2","0","10013002","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"52","","2","0","10013003","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"53","","2","0","10014001","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"54","","2","0","10014002","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"55","","2","0","10014003","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"56","","2","0","10016001","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"57","","2","0","10016002","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"58","","2","0","10016003","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"59","","2","0","10017001","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"60","","2","0","10017002","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"61","","2","0","10017003","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"62","","2","0","10018001","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"63","","2","0","10018002","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"64","","2","0","10018003","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"65","","2","0","10019001","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"66","","2","0","10019002","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"67","","2","0","10019003","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"68","","2","0","10021001","0","0","","","","0","0","0","0","0","0","0","0","0","",""
"69","","2","0","10021002","0","0","","","","0","0","0","0","0","0","0","0","0","",""
