"2","35471","35485","0","0","0","0","0","0","0","0"
"3","35473","35486","0","0","0","0","0","0","0","0"
"4","35474","35491","0","0","0","0","0","0","0","0"
"5","35470","35488","0","0","0","0","0","0","0","0"
"6","35475","35490","0","0","0","0","0","0","0","0"
"7","35468","35484","0","0","0","0","0","0","0","0"
"8","35472","35487","0","0","0","0","0","0","0","0"
"9","35476","35483","0","0","0","0","0","0","0","0"
"10","35469","35489","0","0","0","0","0","0","0","0"
"11","35477","35492","0","0","0","0","0","0","0","0"
"12","35478","35493","0","0","0","0","0","0","0","0"
"13","35479","35494","0","0","0","0","0","0","0","0"
"14","35480","35495","0","0","0","0","0","0","0","0"
"15","35481","35496","0","0","0","0","0","0","0","0"
"16","35482","35497","0","0","0","0","0","0","0","0"
