"1034044","1","-1","1",,"1",,,,,,
"2018028","1","-1","2",,,"37671","5100",,,"2550",
"2019027","1","-1","2",,,"37671","4800",,,"2400",
"2020028","1","-1","2",,,"37671","5100",,,"2550",
"2021025","1","-1","2",,,"37671","4200",,,"2100",
"2021035","1","-1","2",,,"37671","1600",,,"800",
"2021063","1","-1","2",,,"37671","3600",,,"1800",
"2022038","1","-1","2",,,"37671","1400",,,"700",
"2022058","1","-1","2",,,"37671","2900",,,"1450",
"2023025","1","-1","2",,,"37671","3900",,,"1950",
"2023033","1","-1","2",,,"37671","1800",,,"900",
"2024028","1","-1","2",,,"37671","4400",,,"2200",
"2024058","1","-1","2",,,"37671","2300",,,"1150",
"2024062","1","-1","2",,,"37671","2600",,,"1300",
"2025029","1","-1","2",,,"37671","4100",,,"2050",
"2025033","1","-1","2",,,"37671","2000",,,"1000",
"2025055","1","-1","2",,,"37671","1300",,,"650",
"2025059","1","-1","2",,,"37671","2000",,,"1000",
"2026028","1","-1","2",,,"37671","3900",,,"1950",
"2026038","1","-1","2",,,"37671","1000",,,"500",
"2026052","1","-1","2",,,"37671","1100",,,"550",
"2026056","1","-1","2",,,"37671","1500",,,"750",
"2027025","1","-1","2",,,"37671","3500",,,"1750",
"2027031","1","-1","2",,,"37671","2300",,,"1150",
"2027033","1","-1","2",,,"37671","2200",,,"1100",
"2027059","1","-1","2",,,"37671","1500",,,"750",
"2028038","1","-1","2",,,"37671","800",,,"400",
"2028052","1","-1","2",,,"37671","900",,,"450",
"2028054","1","-1","2",,,"37671","1000",,,"500",
"2029025","1","-1","2",,,"37671","3300",,,"1650",
"2029031","1","-1","2",,,"37671","2500",,,"1250",
"2029045","1","-1","2",,,"37671","500",,,"250",
"2029049","1","-1","2",,,"37671","700",,,"350",
"2029057","1","-1","2",,,"37671","1200",,,"600",
"2030038","1","-1","2",,,"37671","600",,,"300",
"2031025","1","-1","2",,,"37671","3100",,,"1550",
"2031031","1","-1","2",,,"37671","2700",,,"1350",
"2031035","1","-1","2",,,"37671","400",,,"200",
"2031045","1","-1","2",,,"37671","300",,,"150",
"2032028","1","-1","2",,,"37671","2900",,,"1450",
"2032038","1","-1","2",,,"37671","300",,,"150",
"2032048","1","-1","2",,,"37671","200",,,"100",
"2033039","1","-1","2",,,"37671","200",,,"100",
"2033045","1","-1","2",,,"37671","100",,,"50",
