"1","1000","5001","5","0","10","0","15","0"
"2","1000","5001","10","0","15","0","20","0"
"3","1000","5001","15","0","20","0","25","0"
"4","1000","5001","20","0","25","0","30","0"
"5","1000","5001","25","0","30","0","35","0"
"6","1000","5001","30","0","35","0","40","0"
"7","1000","5001","40","0","45","0","50","0"
"8","1000","5001","5","0","10","0","15","0"
"9","1000","5001","10","0","15","0","20","0"
"10","1000","5001","15","0","20","0","25","0"
"11","1000","5001","20","0","25","0","30","0"
"12","1000","5001","25","0","30","0","35","0"
"13","1000","5001","30","0","35","0","40","0"
"14","1000","5001","40","0","45","0","50","0"
"15","1000","5001","5","0","10","0","15","0"
"16","1000","5001","10","0","15","0","20","0"
"17","1000","5001","15","0","20","0","25","0"
"18","1000","5001","20","0","25","0","30","0"
"19","1000","5001","25","0","30","0","35","0"
"20","1000","5001","30","0","35","0","40","0"
"21","1000","5001","40","0","45","0","50","0"
