"1","1966","1"
"2","1967","1"
"3","1984","1"
"4","1986","1"
"5","1968","1"
"6","1988","1"
"7","1987","1"
"8","1969","1"
"9","1973","1"
"10","1985","1"
"11","1970","1"
"12","1971","1"
"13","1992","1"
"14","1991","1"
"15","1990","1"
"16","1989","1"
"17","1972","1"
"18","1974","1"
"19","2080","2"
"20","2078","2"
"21","2077","2"
"22","2079","2"
"23","2081","2"
"24","2083","2"
"25","2084","2"
"26","2082","2"
"27","2015","3"
"28","2016","3"
"29","2017","3"
"30","2018","3"
"31","2019","3"
"32","2020","3"
"33","2021","3"
"34","2022","3"
"35","2023","3"
"36","2024","3"
"37","2025","3"
"38","2026","3"
"39","2027","3"
"40","2028","3"
"41","2029","3"
"42","2030","3"
"43","2031","3"
"44","2032","3"
"45","2212","4"
"46","2213","4"
"47","2214","4"
"48","2215","4"
"49","2216","4"
"50","2217","4"
"51","2218","4"
"52","2219","4"
"53","2220","4"
"54","2221","4"
"55","2222","4"
"56","2223","4"
"57","2224","4"
"58","2225","4"
"59","2226","4"
"60","2227","4"
"61","2228","4"
"62","2229","4"
"63","2359","5"
"64","2360","5"
"65","2361","5"
"66","2362","5"
"67","2363","5"
"68","2364","5"
"69","2365","5"
"70","2366","5"
"71","2367","5"
"72","2368","5"
"73","2369","5"
"74","2370","5"
"75","2371","5"
"76","2372","5"
"77","2373","5"
"78","2374","5"
"79","2375","5"
"80","2376","5"
"81","2377","5"
"82","2266","5"
"83","2267","5"
"84","2268","5"
"85","2269","5"
"86","2270","5"
"87","2271","5"
"88","2272","5"
"89","2273","5"
"90","2274","5"
"91","2275","5"
"92","2276","5"
"93","2277","5"
"94","2278","5"
"95","2279","5"
"96","2280","5"
"97","737","5"
"98","739","5"
"99","740","5"
"100","738","5"
"101","3086","6"
"102","3087","6"
"103","3088","6"
"104","3089","6"
"105","3090","6"
"106","3091","6"
"107","3092","6"
"108","3093","6"
"109","3094","6"
"110","3095","6"
"111","3096","6"
"112","3097","6"
"113","3098","6"
"114","3099","6"
"115","3100","6"
"116","3101","6"
"117","3102","6"
"118","3103","6"
"119","3104","6"
"120","3105","6"
"121","3320","6"
"122","3271","3"
"123","3272","3"
"124","3273","3"
"125","3383","7"
"126","3384","7"
"127","3385","7"
"128","3386","7"
"129","3387","7"
"130","3388","7"
"131","3389","7"
"132","3390","7"
"133","3391","7"
"134","3392","8"
"135","3372","8"
"136","3373","8"
"137","3375","8"
"138","3376","8"
"139","3377","8"
"140","3381","8"
"141","3371","8"
"142","3374","8"
"143","3378","8"
"144","3379","8"
"145","3380","8"
"146","3382","8"
"147","3487","9"
"148","3488","9"
"149","3489","9"
"150","3490","9"
"151","3491","9"
"152","3492","9"
"153","3493","9"
"154","3494","9"
"155","3495","9"
"156","3496","9"
"157","3497","9"
"158","3498","9"
"159","3656","10"
"160","3657","10"
"161","3658","10"
"162","3659","10"
"163","3660","10"
"164","3661","10"
"165","3662","10"
"166","3663","10"
"167","3664","10"
"168","3665","10"
"169","3666","10"
"170","3667","10"
"171","3668","10"
"172","3669","10"
"173","3670","10"
"174","3671","10"
"175","3672","10"
"176","3673","10"
"177","3674","10"
"178","3675","10"
"179","3676","10"
"180","3677","10"
"181","3905","11"
"182","3906","11"
"183","3907","11"
"184","3908","11"
"185","3909","11"
"186","3910","11"
"187","3911","11"
"188","3912","11"
"189","3913","11"
"190","3914","11"
"191","3915","11"
"192","3916","11"
"193","3917","11"
"194","3918","11"
"195","3919","11"
"196","3920","11"
"197","3921","11"
"198","3922","11"
"199","3923","11"
"200","3924","11"
"201","3925","11"
"202","3926","11"
"203","3927","11"
"204","4580","12"
"205","4581","12"
"206","4582","12"
"207","4583","12"
"208","4584","12"
"209","4586","12"
"210","4587","12"
"211","4588","12"
"212","4589","12"
"213","4590","12"
"214","4636","13"
"215","4637","13"
"216","4638","13"
"217","4639","13"
"218","4640","13"
"219","4641","13"
"220","4642","13"
"221","4643","13"
"222","4644","13"
"223","4645","13"
"224","4646","13"
"225","4647","13"
"226","4648","13"
"227","4649","13"
"228","4650","13"
"229","4651","13"
"230","4652","13"
"231","4653","13"
"232","4654","13"
"233","4655","13"
"234","4656","13"
"235","4657","13"
"236","4658","13"
"237","4659","13"
"238","4660","13"
"239","4661","13"
"240","4664","9"
"241","4665","9"
"242","4666","9"
