"1","5","100","0","0","0","0","0","0","0","0"
"2","1","0","2","0","3","50","4","50","0","0"
"3","5","30","3","35","4","35","0","0","0","0"
"4","1","0","2","0","3","50","4","50","0","0"
"5","1","50","2","50","3","0","4","0","0","0"
"6","5","100","0","0","0","0","0","0","0","0"
"7","4","100","0","0","0","0","0","0","0","0"
"8","4","100","0","0","0","0","0","0","0","0"
"9","1","100","0","0","0","0","0","0","0","0"
"10","7","100","0","0","0","0","0","0","0","0"
"11","7","100","0","0","0","0","0","0","0","0"
"12","6","100","0","0","0","0","0","0","0","0"
"13","6","100","0","0","0","0","0","0","0","0"
"14","8","100","0","0","0","0","0","0","0","0"
"15","8","100","0","0","0","0","0","0","0","0"
"16","9","100","0","0","0","0","0","0","0","0"
"17","14","100","0","0","0","0","0","0","0","0"
"18","13","100","0","0","0","0","0","0","0","0"
"19","15","100","0","0","0","0","0","0","0","0"
"20","16","100","0","0","0","0","0","0","0","0"
