"1","8","1","0","0","0",,,,"0","0","0","0","23"
"2","26","2","0","35465","5",,,,"0","0","0","0","0"
"3","54","3","0","35465","5",,,,"0","0","0","0","0"
"4","92","4","0","35465","5",,,,"0","0","0","0","0"
"5","150","5","0","35465","10",,,,"0","0","0","0","6"
"6","228","6","0","35465","10",,,,"0","0","0","0","7"
"7","326","7","0","35465","10",,,,"0","0","0","0","8"
"8","454","8","0","35465","10",,,,"0","0","0","0","9"
"9","622","9","0","35465","10",,,,"0","0","0","0","0"
"10","840","10","0","35465","10",,,,"0","0","0","0","1"
"11","1108","11","0","35465","10",,,,"0","0","0","0","2"
"12","1426","12","0","35465","10",,,,"0","0","0","0","0"
"13","1814","13","0","35465","10",,,,"0","0","0","0","3"
"14","2282","14","0","35465","10",,,,"0","0","0","0","4"
"15","2840","15","0","35465","50",,,,"0","0","0","0","5"
"16","3827","16","0","35465","50",,,,"0","0","0","0","0"
"17","5002","17","0","35465","50",,,,"0","0","0","0","10"
"18","6401","18","0","35465","50",,,,"0","0","0","0","0"
"19","8063","19","0","35465","50",,,,"0","0","0","0","11"
"20","10025","20","0","35465","50",,,,"0","0","0","0","0"
"21","12362","21","0","35465","50",,,,"0","0","0","0","12"
"22","15149","22","0","35465","50",,,,"0","0","0","0","0"
"23","18461","23","0","35465","50",,,,"0","0","0","0","13"
"24","22373","24","0","35465","50",,,,"0","0","0","0","0"
"25","26960","25","0","35465","50",,,,"0","0","0","0","14"
"26","32297","26","0","35465","50",,,,"0","0","0","0","17"
"27","38459","27","0","35465","50",,,,"0","0","0","0","0"
"28","45521","28","0","35465","70",,,,"0","0","0","0","18"
"29","53558","29","0","35465","70",,,,"0","0","0","0","0"
"30","62645","30","0","35465","100",,,,"0","0","0","0","19"
"31","72482","31","0","35465","200",,,,"0","0","0","0","0"
"32","83119","32","0","35465","200",,,,"0","0","0","0","63"
"33","94606","33","0","35465","200",,,,"0","0","0","0","0"
"34","106993","34","0","35465","200",,,,"0","0","0","0","0"
"35","120330","35","0","35465","200",,,,"0","0","0","0","0"
"36","134667","36","0","35465","200",,,,"0","0","0","0","0"
"37","150054","37","0","35465","200",,,,"0","0","0","0","0"
"38","166541","38","0","35465","200",,,,"0","0","0","0","68"
"39","184178","39","0","35465","200",,,,"0","0","0","0","0"
"40","203015","40","1","35465","200",,,,"0","0","0","0","0"
"41","223102","41","0","35465","400",,,,"0","0","0","0","25"
"42","243202","42","0","35465","400",,,,"0","0","0","0","0"
"43","263402","43","0","35465","400",,,,"0","0","0","0","0"
"44","283702","44","0","35465","400",,,,"0","0","0","0","0"
"45","304102","45","0","35465","400",,,,"0","0","0","0","79"
"46","324602","46","0","35465","400",,,,"0","0","0","0","0"
"47","345202","47","0","35465","400",,,,"0","0","0","0","0"
"48","365902","48","0","35465","400",,,,"0","0","0","0","0"
"49","386702","49","2","35465","400",,,,"0","0","0","0","0"
"50","407602","50","0","35465","400",,,,"0","0","0","0","26"
"51","428602","51","0","35465","400",,,,"0","0","0","0","0"
"52","450102","52","0","35465","400",,,,"0","0","0","0","0"
"53","472102","53","0","35465","400",,,,"0","0","0","0","0"
"54","494602","54","3","35465","400",,,,"0","0","0","0","0"
"55","517602","55","0","35465","400",,,,"0","0","0","0","0"
"56","541102","56","0","35465","400",,,,"0","0","0","0","0"
"57","565102","57","0","35465","400",,,,"0","0","0","0","0"
"58","589602","58","0","35465","400",,,,"0","0","0","0","0"
"59","614602","59","4","35465","400",,,,"0","0","0","0","0"
"60","640102","60","0","35465","400",,,,"0","0","0","0","0"
