"1","1","25001","1"
"2","2","25001","2"
"3","3","25001","3"
"4","4","25001","4"
"5","5","25001","5"
"6","6","25001","6"
"7","7","25001","7"
"8","307","25001","359"
"9","308","25001","360"
"10","309","25001","361"
"11","310","25001","362"
"12","311","25001","363"
"13","312","25001","364"
"14","313","25001","365"
"15","8","25001","8"
"16","9","25001","9"
"17","10","25001","10"
"18","11","25001","11"
"19","12","25001","12"
"20","13","25001","13"
"21","14","25001","14"
"22","15","25001","15"
"23","16","25001","16"
"24","17","25001","17"
"25","18","25001","18"
"26","19","25001","19"
"27","20","25001","20"
"28","21","25001","21"
"29","22","25001","22"
"30","23","25001","23"
"31","24","25001","24"
"32","25","25001","25"
"33","26","25001","26"
"34","27","25001","27"
"35","28","25001","28"
"36","29","25001","29"
"37","30","25001","30"
"38","31","25001","31"
"39","32","25001","32"
"40","33","25001","33"
"41","34","25001","34"
"42","35","25001","35"
"43","36","25001","36"
"44","37","25001","37"
"45","38","25001","38"
"46","39","25001","39"
"47","40","25001","40"
"48","41","25001","41"
"49","42","25001","42"
"50","43","25001","43"
"51","44","25001","44"
"52","45","25001","45"
"53","46","25001","46"
"54","47","25001","47"
"55","48","25001","48"
"56","49","25001","49"
"57","50","25001","50"
"58","51","25001","51"
"59","52","25001","52"
"60","53","25001","53"
"61","54","25001","54"
"62","55","25001","55"
"63","56","25001","56"
"64","57","25001","57"
"65","58","25001","58"
"66","59","25001","59"
"67","60","25001","60"
"68","61","25001","61"
"69","62","35013","100"
"70","63","35030","1"
"71","64","35053","5"
"72","65","35013","100"
"73","66","35030","5"
"74","67","35050","5"
"75","68","35066","10"
"76","69","35050","5"
"77","70","35031","5"
"78","71","35051","5"
"79","72","35013","200"
"80","73","35034","1"
"81","74","35072","2"
"82","75","35047","5"
"83","76","35067","5"
"84","77","35073","1"
"85","78","35013","400"
"86","79","35031","10"
"87","80","35034","2"
"88","81","35013","600"
"89","82","35032","2"
"90","83","35035","1"
"91","84","35072","3"
"92","85","35021","50"
"93","86","35076","1"
"94","87","35053","5"
"95","88","35021","100"
"96","89","35076","5"
"97","90","35048","5"
"98","91","35066","10"
"99","92","35048","5"
"100","93","35077","5"
"101","94","35052","5"
"102","95","35021","200"
"103","96","35080","1"
"104","97","35072","2"
"105","98","35049","5"
"106","99","35067","5"
"107","100","35073","1"
"108","101","35021","250"
"109","102","35077","10"
"110","103","35080","2"
"111","104","35021","300"
"112","105","35078","1"
"113","106","35081","1"
"114","107","35072","3"
"115","108","25001","108"
"116","109","25001","109"
"117","110","25001","110"
"118","111","25001","111"
"119","112","25001","112"
"120","113","25001","113"
"121","114","25001","114"
"122","115","25001","115"
"123","116","25001","116"
"124","117","25001","117"
"125","118","25001","118"
"126","119","25001","119"
"127","120","25001","120"
"128","121","25001","121"
"129","122","25001","122"
"130","123","25001","123"
"131","124","25001","124"
"132","125","25001","125"
"133","126","25001","126"
"134","127","25001","127"
"135","128","25001","128"
"136","129","25001","129"
"137","130","25001","130"
"138","131","25001","131"
"139","132","25001","132"
"140","133","25001","133"
"141","134","25001","134"
"142","135","25001","135"
"143","136","25001","136"
"144","137","25001","137"
"145","138","25001","138"
"146","139","25001","139"
"147","140","25001","240"
"148","141","25001","241"
"149","142","25001","242"
"150","143","25001","243"
"151","144","25001","244"
"152","145","25001","245"
"153","146","25001","246"
"154","147","25001","247"
"155","148","25001","248"
"156","149","25001","249"
"157","150","25001","250"
"158","151","25001","251"
"159","160","25001","260"
"160","161","25001","261"
"161","162","35039","1"
"162","163","25001","264"
"163","164","35059","1"
"164","165","25001","265"
"165","166","25001","266"
"166","167","35040","1"
"167","168","25001","269"
"168","169","35061","1"
"169","170","25001","270"
"170","171","25001","271"
"171","172","35045","1"
"172","173","25001","274"
"173","174","35062","1"
"174","175","25001","275"
"175","176","25001","276"
"176","177","35042","1"
"177","178","25001","279"
"178","179","35058","1"
"179","180","25001","280"
"180","181","25001","281"
"181","182","35044","1"
"182","183","25001","284"
"183","184","35063","1"
"184","185","25001","285"
"185","186","25001","286"
"186","187","35038","1"
"187","188","25001","289"
"188","189","35055","1"
"189","190","25001","290"
"190","191","25001","291"
"191","192","35041","1"
"192","193","25001","294"
"193","194","35060","1"
"194","195","25001","295"
"195","196","25001","296"
"196","197","35037","1"
"197","198","25001","299"
"198","199","35064","1"
"199","200","25001","300"
"200","201","25001","301"
"201","202","35043","1"
"202","203","25001","304"
"203","204","35056","1"
"204","205","25001","305"
"205","206","25001","306"
"206","207","35046","1"
"207","208","25001","309"
"208","209","35065","1"
"209","152","25001","252"
"210","153","25001","253"
"211","154","25001","254"
"212","155","25001","255"
"213","156","25001","256"
"214","157","25001","257"
"215","158","25001","258"
"216","159","25001","259"
"217","210","25001","310"
"218","211","25001","311"
"219","212","25001","312"
"220","213","25001","313"
"221","214","25001","314"
"222","215","25001","315"
"223","216","25001","316"
"224","217","25001","317"
"225","218","25001","318"
"226","219","25001","319"
"227","220","25001","320"
"228","221","25001","321"
"229","222","25001","322"
"230","223","25001","323"
"231","224","25001","324"
"232","225","25001","325"
"233","226","25001","326"
"234","227","25001","327"
"235","228","25001","328"
"236","229","25001","329"
"237","230","25001","330"
"238","231","25001","331"
"239","314","25001","366"
"240","315","25001","367"
"241","316","25001","368"
"242","317","25001","369"
"243","232","25001","334"
"244","233","25001","335"
"245","234","25001","336"
"246","235","25001","337"
"247","236","25001","338"
"248","237","25001","339"
"249","238","25001","340"
"250","239","25001","341"
"251","240","25001","342"
"252","241","25001","343"
"253","252","25001","354"
"254","253","25001","355"
"255","254","25001","356"
"256","255","25001","357"
"257","256","25001","358"
"258","318","25001","370"
"259","319","25001","371"
"260","320","25001","372"
"261","321","25001","373"
"262","322","25001","374"
"263","323","25001","375"
"264","324","25001","376"
"265","325","25001","377"
"266","242","25001","344"
"267","243","25001","345"
"268","244","25001","346"
"269","245","25001","347"
"270","246","25001","348"
"271","247","25001","349"
"272","248","25001","350"
"273","249","25001","351"
"274","250","25001","352"
"275","251","25001","353"
"276","257","35013","100"
"277","258","35053","1"
"278","259","35021","50"
"279","260","35048","1"
"280","261","35021","50"
"281","262","35030","3"
"282","263","35021","50"
"283","264","35050","1"
"284","265","35021","50"
"285","266","35023","200"
"286","267","35013","100"
"287","268","35023","200"
"288","269","35013","100"
"289","270","35076","3"
"290","271","35013","100"
"291","272","35023","200"
"292","273","35013","100"
"293","274","35066","3"
"294","275","35013","100"
"295","276","35023","200"
"296","277","35023","500"
"297","278","35023","1000"
"298","279","35049","1"
"299","280","35031","5"
"300","281","35021","200"
"301","282","35052","1"
"302","283","35067","5"
"303","284","35021","200"
"304","285","35013","200"
"305","286","35077","5"
"306","287","35021","200"
"307","288","35051","1"
"308","289","35031","5"
"309","290","35021","200"
"310","291","35013","200"
"311","292","35077","5"
"312","293","35013","200"
"313","294","35013","300"
"314","295","35067","5"
"315","296","35031","5"
"316","297","35013","200"
"317","298","35077","5"
"318","299","35013","200"
"319","300","35067","5"
"320","301","35013","1000"
"321","302","35067","5"
"322","303","35021","200"
"323","304","35013","400"
"324","305","35021","250"
"325","306","35072","2"
"326","326","35092","2"
"327","327","35092","1"
"328","328","35092","3"
"329","329","35092","7"
"330","330","35092","9"
"331","331","35092","2"
"332","332","35092","1"
"333","333","35092","3"
"334","334","35092","7"
"335","335","35092","9"
"336","336","35092","2"
"337","337","35092","1"
"338","338","35092","3"
"339","339","35092","7"
"340","340","35092","9"
"341","341","35092","2"
"342","342","35092","1"
"343","343","35092","3"
"344","344","35092","7"
"345","345","35092","9"
"346","346","35092","2"
"347","347","35092","1"
"348","348","35092","3"
"349","349","35092","7"
"350","350","35092","9"
"351","351","35092","2"
"352","352","35092","1"
"353","353","35092","3"
"354","354","35092","7"
"355","355","35092","9"
"356","356","35092","2"
"357","357","35092","1"
"358","358","35092","3"
"359","359","35092","7"
"360","360","35092","9"
"361","361","35092","2"
"362","362","35092","1"
"363","363","35092","3"
"364","364","35092","7"
"365","365","35092","9"
"366","366","35092","2"
"367","367","35092","1"
"368","368","35092","3"
"369","369","35092","7"
"370","370","35092","9"
"371","371","35092","2"
"372","372","35092","1"
"373","373","35092","3"
"374","374","35092","7"
"375","375","35092","9"
"376","376","25001","378"
"377","377","25001","384"
"378","378","25001","385"
"379","379","35122","1"
"380","380","25001","386"
"381","381","35123","1"
"382","382","35092","2"
"383","383","35092","1"
"384","384","35092","3"
"385","385","35092","7"
"386","386","35092","9"
"387","387","35030","5"
"388","388","35021","100"
"389","389","35154","3"
"390","390","35030","5"
"391","391","35021","100"
"392","392","35154","3"
"393","393","35030","10"
"394","394","35021","100"
"395","395","35154","3"
"396","396","35031","3"
"397","397","35021","100"
"398","398","35021","100"
"399","399","35031","3"
"400","400","35021","100"
"401","401","35021","100"
"402","402","35031","3"
"403","403","35021","100"
"404","404","585","1"
"405","405","35021","100"
"406","406","35032","1"
"407","407","35031","3"
"408","408","35023","5000"
"409","409","35032","1"
"410","410","35023","5000"
"411","411","35032","1"
"412","412","35008","1000494"
"413","413","35032","1"
"414","414","35008","1000493"
"415","415","35030","5"
"416","416","35021","100"
"417","417","35154","3"
"418","418","35030","5"
"419","419","35021","100"
"420","420","35154","3"
"421","421","35030","10"
"422","422","35021","100"
"423","423","35154","3"
"424","424","35031","3"
"425","425","35021","100"
"426","426","35021","100"
"427","427","35031","3"
"428","428","35021","100"
"429","429","35021","100"
"430","430","35031","3"
"431","431","35021","100"
"432","432","586","1"
"433","433","35021","100"
"434","434","35032","1"
"435","435","35031","3"
"436","436","35023","5000"
"437","437","35032","1"
"438","438","35023","5000"
"439","439","35032","1"
"440","440","35008","1000500"
"441","441","35032","1"
"442","442","35008","1000499"
"443","443","35030","5"
"444","444","35021","100"
"445","445","35154","3"
"446","446","35030","5"
"447","447","35021","100"
"448","448","35154","3"
"449","449","35030","10"
"450","450","35021","100"
"451","451","35154","3"
"452","452","35031","3"
"453","453","35021","100"
"454","454","35021","100"
"455","455","35031","3"
"456","456","35021","100"
"457","457","35021","100"
"458","458","35031","3"
"459","459","35021","100"
"460","460","587","1"
"461","461","35021","100"
"462","462","35032","1"
"463","463","35031","3"
"464","464","35023","5000"
"465","465","35032","1"
"466","466","35023","5000"
"467","467","35032","1"
"468","468","35008","1000498"
"469","469","35032","1"
"470","470","35008","1000497"
"471","471","35030","5"
"472","472","35021","100"
"473","473","35154","3"
"474","474","35030","5"
"475","475","35021","100"
"476","476","35154","3"
"477","477","35030","10"
"478","478","35021","100"
"479","479","35154","3"
"480","480","35031","3"
"481","481","35021","100"
"482","482","35021","100"
"483","483","35031","3"
"484","484","35021","100"
"485","485","35021","100"
"486","486","35031","3"
"487","487","35021","100"
"488","488","588","1"
"489","489","35021","100"
"490","490","35032","1"
"491","491","35031","3"
"492","492","35023","5000"
"493","493","35032","1"
"494","494","35023","5000"
"495","495","35032","1"
"496","496","35008","1000496"
"497","497","35032","1"
"498","498","35008","1000495"
"499","499","35030","5"
"500","500","35021","100"
"501","501","35154","3"
"502","502","35030","5"
"503","503","35021","100"
"504","504","35154","3"
"505","505","35030","10"
"506","506","35021","100"
"507","507","35154","3"
"508","508","35031","3"
"509","509","35021","100"
"510","510","35021","100"
"511","511","35031","3"
"512","512","35021","100"
"513","513","35021","100"
"514","514","35031","3"
"515","515","35021","100"
"516","516","589","1"
"517","517","35021","100"
"518","518","35032","1"
"519","519","35031","3"
"520","520","35023","5000"
"521","521","35032","1"
"522","522","35023","5000"
"523","523","35032","1"
"524","524","35008","1000502"
"525","525","35032","1"
"526","526","35008","1000501"
"527","527","35030","5"
"528","528","35021","100"
"529","529","35154","3"
"530","530","35030","5"
"531","531","35021","100"
"532","532","35154","3"
"533","533","35030","10"
"534","534","35021","100"
"535","535","35154","3"
"536","536","35031","3"
"537","537","35021","100"
"538","538","35021","100"
"539","539","35031","3"
"540","540","35021","100"
"541","541","35021","100"
"542","542","35031","3"
"543","543","35021","100"
"544","544","590","1"
"545","545","35021","100"
"546","546","35032","1"
"547","547","35031","3"
"548","548","35023","5000"
"549","549","35032","1"
"550","550","35023","5000"
"551","551","35032","1"
"552","552","35008","1000504"
"553","553","35032","1"
"554","554","35008","1000503"
"555","555","35030","5"
"556","556","35021","100"
"557","557","35154","3"
"558","558","35030","5"
"559","559","35021","100"
"560","560","35154","3"
"561","561","35030","10"
"562","562","35021","100"
"563","563","35154","3"
"564","564","35031","3"
"565","565","35021","100"
"566","566","35021","100"
"567","567","35031","3"
"568","568","35021","100"
"569","569","35021","100"
"570","570","35031","3"
"571","571","35021","100"
"572","572","591","1"
"573","573","35021","100"
"574","574","35032","1"
"575","575","35031","3"
"576","576","35023","5000"
"577","577","35032","1"
"578","578","35023","5000"
"579","579","35032","1"
"580","580","35008","1000506"
"581","581","35032","1"
"582","582","35008","1000505"
"583","583","35030","5"
"584","584","35021","100"
"585","585","35154","3"
"586","586","35030","5"
"587","587","35021","100"
"588","588","35154","3"
"589","589","35030","10"
"590","590","35021","100"
"591","591","35154","3"
"592","592","35031","3"
"593","593","35021","100"
"594","594","35021","100"
"595","595","35031","3"
"596","596","35021","100"
"597","597","35021","100"
"598","598","35031","3"
"599","599","35021","100"
"600","600","592","1"
"601","601","35021","100"
"602","602","35032","1"
"603","603","35031","3"
"604","604","35023","5000"
"605","605","35032","1"
"606","606","35023","5000"
"607","607","35032","1"
"608","608","35008","1000508"
"609","609","35032","1"
"610","610","35008","1000507"
"611","611","35030","5"
"612","612","35021","100"
"613","613","35154","3"
"614","614","35030","5"
"615","615","35021","100"
"616","616","35154","3"
"617","617","35030","10"
"618","618","35021","100"
"619","619","35154","3"
"620","620","35031","3"
"621","621","35021","100"
"622","622","35021","100"
"623","623","35031","3"
"624","624","35021","100"
"625","625","35021","100"
"626","626","35031","3"
"627","627","35021","100"
"628","628","593","1"
"629","629","35021","100"
"630","630","35032","1"
"631","631","35031","3"
"632","632","35023","5000"
"633","633","35032","1"
"634","634","35023","5000"
"635","635","35032","1"
"636","636","35008","1000510"
"637","637","35032","1"
"638","638","35008","1000509"
"639","639","35030","5"
"640","640","35021","100"
"641","641","35154","3"
"642","642","35030","5"
"643","643","35021","100"
"644","644","35154","3"
"645","645","35030","10"
"646","646","35021","100"
"647","647","35154","3"
"648","648","35031","3"
"649","649","35021","100"
"650","650","35021","100"
"651","651","35031","3"
"652","652","35021","100"
"653","653","35021","100"
"654","654","35031","3"
"655","655","35021","100"
"656","656","594","1"
"657","657","35021","100"
"658","658","35032","1"
"659","659","35031","3"
"660","660","35023","5000"
"661","661","35032","1"
"662","662","35023","5000"
"663","663","35032","1"
"664","664","35008","1000512"
"665","665","35032","1"
"666","666","35008","1000511"
"667","667","35030","5"
"668","668","35021","100"
"669","669","35154","3"
"670","670","35030","5"
"671","671","35021","100"
"672","672","35154","3"
"673","673","35030","10"
"674","674","35021","100"
"675","675","35154","3"
"676","676","35031","3"
"677","677","35021","100"
"678","678","35021","100"
"679","679","35031","3"
"680","680","35021","100"
