"1","1","1","1","1",,"0","0","35019","1","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"2","2","1","2","2",,"0","0","35015","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"3","3","1","3","2",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","1","1",,
"4","969","1","2787","2787",,"0","0","0",,"3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"5","970","1","2788","2788",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"6","4","1","7","7",,"0","0","0",,"2","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"7","5","1","8","7",,"0","0","0",,"2","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"8","6","1","5","5",,"0","0","35016","1","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"9","7","1","6","6",,"0","1","35018","1","0",,"0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"10","8","1","25","25",,"0","0","0",,"3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"11","9","1","26","26",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"12","10","1","33","33",,"0","0","0",,"3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"13","11","1","34","34",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"14","12","1","40","40",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"15","13","1","41","41",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"16","14","1","45","45",,"0","0","0",,"3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"17","15","1","46","46",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"18","16","1","52","52",,"0","0","0",,"5","5000","0",,"35113","0","0","0","0","0","0","0","0","0","0","0",,
"19","16","2","53","53",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0","2",
"20","17","1","61","61",,"0","0","0",,"5","5000","0",,"35114","0","0","0","0","0","0","0","0","0","0","0",,
"21","17","2","62","62",,"0","0","0",,"5","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0","2",
"22","20","1","70","70",,"0","0","0",,"3","5000","0",,"35115","0","0","0","0","0","0","0","0","0","0","0",,
"23","20","2","71","71",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0","2",
"24","21","1","79","79",,"0","0","0",,"3","5000","0",,"536","541","540","539","544","0","0","0","0","0","0","0",,
"25","22","1","85","85",,"0","0","0",,"3","5000","0",,"524","529","498","523","528","0","0","0","0","0","0","0",,
"26","23","1","91","91",,"0","0","0",,"5","5000","0",,"35072","0","0","0","0","0","0","0","0","0","0","0",,
"27","24","1","93","93",,"0","0","0",,"3","5000","0",,"538","543","500","537","542","0","0","0","0","0","0","0",,
"28","25","1","99","99",,"0","0","0",,"3","5000","0",,"522","527","526","525","530","0","0","0","0","0","0","0",,
"29","26","1","105","105",,"0","0","0",,"3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"30","27","1","106","106",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"31","28","1","112","112",,"0","0","0",,"3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"32","29","1","113","113",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"33","30","1","119","119",,"0","0","0",,"3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"34","31","1","120","120",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"35","32","1","126","126",,"0","0","0",,"3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"36","33","1","127","127",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"37","34","1","133","133",,"0","0","0",,"3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"38","35","1","134","134",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"39","36","1","140","140",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"40","37","1","141","141",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"41","38","1","145","145",,"0","0","0",,"3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"42","39","1","146","146",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"43","40","1","154","154",,"0","0","0",,"5","5000","0",,"35033","35079","35069","0","0","0","0","0","0","0","0","0",,
"44","41","1","160","160",,"0","0","0",,"5","5000","0",,"35139","0","0","0","0","0","0","0","0","0","0","0",,
"45","41","2","161","161",,"0","0","0",,"5","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0","2",
"46","42","1","169","169",,"0","0","0",,"3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"47","43","1","170","170",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"48","44","1","174","174",,"0","0","0",,"5","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"49","45","1","175","175",,"0","0","0",,"5","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"50","46","1","179","179",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"51","47","1","180","180",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"52","48","1","186","186",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"53","49","1","187","187",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"54","50","1","191","191",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"55","51","1","192","192",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"56","52","1","198","198",,"0","0","0",,"5","5000","0",,"35166","0","0","0","0","0","0","0","0","0","0","0",,
"57","52","2","199","199",,"0","0","0",,"5","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0","2",
"58","53","1","207","207",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"59","54","1","208","208",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"60","55","1","212","212",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"61","56","1","213","213",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"62","57","1","217","217",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"63","58","1","218","218",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"64","59","1","222","222",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"65","60","1","223","223",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"66","61","1","227","227",,"0","0","0",,"5","5000","0",,"35198","0","0","0","0","0","0","0","0","0","0","0",,
"67","61","2","228","228",,"0","0","0",,"5","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0","2",
"68","62","1","236","236",,"0","0","35015","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"69","63","1","237","236",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"70","64","1","239","239",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"71","65","1","240","240",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"72","66","1","244","244",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"73","67","1","245","245",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"74","68","1","249","249",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"75","69","1","250","250",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"76","70","1","254","254",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"77","71","1","255","255",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"78","72","1","262","262",,"0","0","0",,"5","5000","0",,"35202","0","0","0","0","0","0","0","0","0","0","0",,
"79","73","1","269","269",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"80","74","1","270","270",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"81","75","1","274","274",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"82","76","1","275","275",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"83","77","1","279","279",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"84","78","1","280","280",,"0","0","0",,"3","5000","0",,"35209","0","0","0","0","0","0","0","0","0","0","0",,
"85","79","1","286","286",,"0","0","0",,"5","5000","0",,"35202","0","0","0","0","0","0","0","0","0","0","0",,
"86","80","1","291","291",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"87","81","1","292","292",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"88","82","1","33","33",,"0","0","0",,"3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"89","83","1","34","34",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"90","84","1","296","296",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","1","1",,
"91","85","1","297","297",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"92","86","1","301","301",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"93","87","1","302","302",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"94","88","1","308","308",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"95","89","1","309","309",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"96","90","1","313","313",,"0","0","0",,"5","5000","0",,"35230","0","0","0","0","0","0","0","0","0","0","0",,
"97","90","2","314","314",,"0","0","0",,"5","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0","2",
"98","91","1","25","25",,"0","0","0",,"3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"99","92","1","26","26",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"100","93","1","322","322",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","1","1",,
"101","94","1","323","323",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"102","95","1","327","327",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"103","96","1","328","328",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"104","97","1","332","332",,"0","0","0",,"5","5000","0",,"35242","0","0","0","0","0","0","0","0","0","0","0",,
"105","97","2","333","333",,"0","0","0",,"5","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0","2",
"106","98","1","341","341",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","1","1",,
"107","99","1","342","342",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"108","100","1","346","346",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","1","1",,
"109","101","1","347","347",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"110","102","1","351","351",,"0","0","0",,"3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"111","103","1","352","352",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"112","104","1","356","356",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"113","105","1","357","357",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"114","106","1","361","361",,"0","0","0",,"3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"115","107","1","362","362",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"116","108","1","368","368",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","1","1",,
"117","109","1","369","369",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"118","110","1","370","370",,"0","0","0",,"5","5000","0",,"35072","0","0","0","0","0","0","0","0","0","0","0",,
"119","111","1","375","375",,"0","0","0",,"5","5000","0",,"35274","0","0","0","0","0","0","0","0","0","0","0",,
"120","111","2","376","376",,"0","0","0",,"5","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0","2",
"121","112","1","385","385",,"0","0","0",,"5","5000","0",,"35247","0","0","0","0","0","0","0","0","0","0","0",,
"122","113","1","392","392",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","1","1",,
"123","114","1","393","393",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"124","115","1","397","397",,"0","0","0",,"3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"125","116","1","398","398",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"126","117","1","404","404",,"0","0","35012","1","3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"127","118","1","405","405",,"0","0","0",,"3","5000","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
"128","119","1","409","409",,"0","0","0",,"3","500","0",,"0","0","0","0","0","0","0","0","0","0","0","0",,
